sample-id,input,filtered,percentage of input passed filter,denoised,merged,percentage of input merged,non-chimeric,percentage of input non-chimeric,Year,Marker,Platform,Sample_target
Sample-023,93181,91347,98.03,90076,58023,62.27,56247,60.36,23,mifish,MS,surface
Sample-024,73674,71828,97.49,71074,62564,84.92,61805,83.89,23,mifish,MS,surface
Sample-025,60637,59162,97.57,58490,44996,74.21,44880,74.01,23,mifish,MS,surface
Sample-026,102889,101468,98.62,100655,87732,85.27,87169,84.72,23,mifish,MS,surface
Sample-027,66410,65271,98.28,64392,51922,78.18,51449,77.47,23,mifish,MS,surface
Sample-028,90447,88248,97.57,86380,59456,65.74,58649,64.84,23,mifish,MS,surface
Sample-029,88323,86170,97.56,85698,70726,80.08,70275,79.57,23,mifish,MS,surface
Sample-030,132195,129131,97.68,127591,106408,80.49,103324,78.16,23,mifish,MS,surface
Sample-031,171943,169579,98.63,167861,146322,85.1,145255,84.48,23,mifish,MS,surface
Sample-032,185419,181464,97.87,179371,141527,76.33,135247,72.94,23,mifish,MS,surface
Sample-033,140962,139367,98.87,138467,123769,87.8,122419,86.85,23,mifish,MS,surface
Sample-034,104345,97189,93.14,95499,70515,67.58,69502,66.61,23,mifish,MS,surface
Sample-035,89645,85992,95.93,84356,60884,67.92,59094,65.92,23,mifish,MS,surface
Sample-036,53584,51918,96.89,51130,27486,51.3,27461,51.25,23,mifish,MS,surface
Sample-037,44516,43840,98.48,43329,38076,85.53,37911,85.16,23,mifish,MS,surface
Sample-038,102331,100358,98.07,98588,71598,69.97,70469,68.86,23,mifish,MS,surface
Sample-039,105595,101361,95.99,100093,57909,54.84,56569,53.57,23,mifish,MS,surface
Sample-040,127084,125356,98.64,124615,110340,86.82,108757,85.58,23,mifish,MS,surface
Sample-041,133193,130717,98.14,130026,111708,83.87,108796,81.68,23,mifish,MS,surface
Sample-042,52827,51899,98.24,51281,42590,80.62,41343,78.26,23,mifish,MS,surface
Sample-043,198245,195675,98.7,192522,172379,86.95,170130,85.82,23,mifish,MS,surface
Sample-044,131223,128811,98.16,126386,107280,81.75,105443,80.35,23,mifish,MS,surface
Sample-045,129911,126634,97.48,122606,91688,70.58,89648,69.01,23,mifish,MS,surface
Sample-046,172393,170232,98.75,167046,160403,93.04,156542,90.81,23,mifish,MS,surface
Sample-047,190173,188003,98.86,184680,168049,88.37,164076,86.28,23,mifish,MS,surface
Sample-048,167505,164942,98.47,161335,143063,85.41,137488,82.08,23,mifish,MS,surface
Sample-049,51556,49259,95.54,45766,32186,62.43,32170,62.4,23,mifish,MS,surface
Sample-050,171693,169626,98.8,166006,144901,84.4,141615,82.48,23,mifish,MS,surface
Sample-051,174115,171987,98.78,169288,145793,83.73,142252,81.7,23,mifish,MS,surface
Sample-052,157045,154444,98.34,150621,102477,65.25,100728,64.14,23,mifish,MS,surface
Sample-053,129706,127066,97.96,122899,90508,69.78,89057,68.66,23,mifish,MS,surface
Sample-054,166982,163221,97.75,157875,116440,69.73,114451,68.54,23,mifish,MS,surface
Sample-055,117460,115087,97.98,111974,87525,74.51,86171,73.36,23,mifish,MS,surface
Sample-056,126789,123895,97.72,119182,61269,48.32,59750,47.13,23,mifish,MS,surface
Sample-057,123861,120246,97.08,117273,90616,73.16,88685,71.6,23,mifish,MS,surface
Sample-058,77644,74515,95.97,72404,52850,68.07,52587,67.73,23,mifish,MS,surface
Sample-059,179280,176920,98.68,175819,150546,83.97,148533,82.85,23,mifish,MS,surface
Sample-060,128176,124816,97.38,120030,86557,67.53,84435,65.87,23,mifish,MS,surface
Sample-061,183289,179990,98.2,174471,123269,67.25,121172,66.11,23,mifish,MS,surface
Sample-062,163575,160356,98.03,157609,100824,61.64,98436,60.18,23,mifish,MS,surface
Sample-063,123095,120411,97.82,118166,100064,81.29,98089,79.69,23,mifish,MS,surface
Sample-064,155418,152293,97.99,147870,84811,54.57,83285,53.59,23,mifish,MS,surface
Sample-065,138883,135630,97.66,132574,101960,73.41,100092,72.07,23,mifish,MS,surface
Sample-066,148310,146536,98.8,143945,135903,91.63,134379,90.61,23,mifish,MS,surface
Sample-067,128800,126512,98.22,125098,115324,89.54,114001,88.51,23,mifish,MS,surface
Sample-068,156916,153429,97.78,148212,101632,64.77,100952,64.34,23,mifish,MS,surface
Sample-069,144767,141989,98.08,140062,116190,80.26,114814,79.31,23,mifish,MS,surface
Sample-070,176543,174279,98.72,171790,143359,81.2,140487,79.58,23,mifish,MS,surface
Sample-071,188861,186676,98.84,183808,143974,76.23,141389,74.86,23,mifish,MS,surface
Sample-072,145729,142195,97.57,139684,124385,85.35,118623,81.4,23,mifish,MS,surface
Sample-073,165849,163344,98.49,160102,128807,77.67,126688,76.39,23,mifish,MS,surface
Sample-074,141576,139557,98.57,137197,125057,88.33,122765,86.71,23,mifish,MS,surface
Sample-075,101475,92705,91.36,90303,77158,76.04,76539,75.43,23,mifish,MS,surface
Sample-076,197596,193935,98.15,190130,151071,76.45,147571,74.68,23,mifish,MS,surface
Sample-077,71397,70167,98.28,68945,54189,75.9,51775,72.52,23,mifish,MS,surface
Sample-078,163951,160672,98.0,158375,138810,84.67,136525,83.27,23,mifish,MS,surface
Sample-079,1507,1185,78.63,793,480,31.85,480,31.85,23,mifish,MS,blank
Sample-080,72857,70992,97.44,69690,57558,79.0,56739,77.88,23,mifish,MS,blank
Sample-081,123989,121431,97.94,118783,67818,54.7,67087,54.11,23,mifish,MS,blank
Sample-082,132815,130605,98.34,128013,101881,76.71,99644,75.02,23,mifish,MS,blank
Sample-083,98925,95309,96.34,92958,78836,79.69,77480,78.32,23,mifish,MS,blank
Sample-084,230089,228703,99.4,226015,218764,95.08,209614,91.1,23,mifish,MS,blank
Sample-085,85931,83984,97.73,82915,68876,80.15,65884,76.67,23,mifish,MS,blank
Sample-086,92328,90693,98.23,89730,80214,86.88,78939,85.5,23,mifish,MS,blank
Sample-001,1467418,1333868,90.9,1333104,1180937,80.48,1156205,78.79,23,mifish,NS,surface
Sample-002,1406545,1311107,93.21,1308452,1183161,84.12,1158405,82.36,23,mifish,NS,surface
Sample-003,908591,795110,87.51,793745,703872,77.47,698376,76.86,23,mifish,NS,surface
Sample-004,2016857,1887803,93.6,1884576,1694081,84.0,1666315,82.62,23,mifish,NS,surface
Sample-005,1201336,1117247,93.0,1114277,1019114,84.83,1006890,83.81,23,mifish,NS,surface
Sample-006,2378010,2200805,92.55,2198343,1975567,83.08,1941068,81.63,23,mifish,NS,surface
Sample-007,1577030,1452307,92.09,1450042,1310936,83.13,1283502,81.39,23,mifish,NS,surface
Sample-008,1334576,1217320,91.21,1213991,1095048,82.05,1057689,79.25,23,mifish,NS,surface
Sample-009,1268985,1178300,92.85,1176968,1075339,84.74,1065055,83.93,23,mifish,NS,surface
Sample-010,1937576,1811658,93.5,1803473,1633704,84.32,1536296,79.29,23,mifish,NS,surface
Sample-011,433796,398767,91.93,397678,381202,87.88,375614,86.59,23,mifish,NS,surface
Sample-012,441400,406370,92.06,405373,395420,89.58,391593,88.72,23,mifish,NS,surface
Sample-013,316394,286953,90.69,286551,281899,89.1,278004,87.87,23,mifish,NS,surface
Sample-014,297720,265184,89.07,264749,259612,87.2,256834,86.27,23,mifish,NS,surface
Sample-015,927730,865102,93.25,861745,785444,84.66,767851,82.77,23,mifish,NS,surface
Sample-016,1437561,1336559,92.97,1335351,1205192,83.84,1185623,82.47,23,mifish,NS,surface
Sample-017,1645251,1503123,91.36,1496453,1363935,82.9,1350861,82.11,23,mifish,NS,surface
Sample-018,241537,216841,89.78,216459,213544,88.41,211782,87.68,23,mifish,NS,surface
Sample-019,2131949,1979340,92.84,1978033,1776846,83.34,1747147,81.95,23,mifish,NS,surface
Sample-020,307179,275311,89.63,274740,270724,88.13,267938,87.23,23,mifish,NS,surface
Sample-021,1203375,1122247,93.26,1121067,1017199,84.53,1008829,83.83,23,mifish,NS,surface
Sample-022,1566972,1458882,93.1,1458325,1312152,83.74,1303313,83.17,23,mifish,NS,surface
Sample-023,607811,561656,92.41,559733,509143,83.77,505229,83.12,23,mifish,NS,surface
Sample-024,653438,594472,90.98,593289,560625,85.8,545461,83.48,23,mifish,NS,surface
Sample-025,1188083,1060784,89.29,1059939,941123,79.21,927205,78.04,23,mifish,NS,surface
Sample-026,1253207,1160261,92.58,1156339,1055689,84.24,1041173,83.08,23,mifish,NS,surface
Sample-027,570543,522207,91.53,520473,483126,84.68,478963,83.95,23,mifish,NS,surface
Sample-028,726592,675898,93.02,675102,627896,86.42,623423,85.8,23,mifish,NS,surface
Sample-029,1278076,1192543,93.31,1189191,1087328,85.08,1067002,83.49,23,mifish,NS,surface
Sample-030,1268728,1178920,92.92,1175907,1070375,84.37,1061001,83.63,23,mifish,NS,surface
Sample-031,486401,356620,73.32,355268,320555,65.9,318951,65.57,23,mifish,NS,surface
Sample-032,1490140,1356431,91.03,1355174,1217935,81.73,1204432,80.83,23,mifish,NS,surface
Sample-033,544003,472487,86.85,471259,428567,78.78,425278,78.18,23,mifish,NS,surface
Sample-034,275436,240410,87.28,239731,236755,85.96,233020,84.6,23,mifish,NS,surface
Sample-035,306356,276355,90.21,275344,269430,87.95,266851,87.1,23,mifish,NS,surface
Sample-036,1769327,1606157,90.78,1597648,1456131,82.3,1435826,81.15,23,mifish,NS,surface
Sample-037,307719,277137,90.06,276737,272624,88.6,262487,85.3,23,mifish,NS,surface
Sample-038,190584,170840,89.64,169738,160729,84.33,160211,84.06,23,mifish,NS,surface
Sample-039,1185502,1097387,92.57,1095770,1005452,84.81,999191,84.28,23,mifish,NS,surface
Sample-040,504892,242083,47.95,241172,214916,42.57,214419,42.47,23,mifish,NS,surface
Sample-041,1028536,920040,89.45,918873,839407,81.61,832130,80.9,23,mifish,NS,surface
Sample-042,327567,244199,74.55,243545,239054,72.98,237210,72.42,23,mifish,NS,surface
Sample-043,1865810,1722558,92.32,1719255,1557755,83.49,1538129,82.44,23,mifish,NS,surface
Sample-044,1349866,1245186,92.25,1241963,1145783,84.88,1134910,84.08,23,mifish,NS,surface
Sample-045,1261427,1162367,92.15,1160133,1065330,84.45,1054493,83.6,23,mifish,NS,surface
Sample-046,2827490,2613182,92.42,2611198,2359817,83.46,2281911,80.7,23,mifish,NS,surface
Sample-047,463431,134195,28.96,133084,127095,27.42,126242,27.24,23,mifish,NS,surface
Sample-048,1992421,1796246,90.15,1792337,1594181,80.01,1496713,75.12,23,mifish,NS,surface
Sample-049,1411941,1285688,91.06,1284541,1167679,82.7,1150883,81.51,23,mifish,NS,surface
Sample-050,1187896,1091165,91.86,1088701,997412,83.96,986011,83.0,23,mifish,NS,surface
Sample-051,1174523,1081965,92.12,1079238,988991,84.2,936914,79.77,23,mifish,NS,surface
Sample-052,489181,438528,89.65,437208,429430,87.79,421154,86.09,23,mifish,NS,surface
Sample-053,332183,191234,57.57,190288,181115,54.52,175936,52.96,23,mifish,NS,surface
Sample-054,1755763,1580236,90.0,1574529,1425519,81.19,1358455,77.37,23,mifish,NS,surface
Sample-055,1007573,923032,91.61,921731,846682,84.03,819026,81.29,23,mifish,NS,surface
Sample-056,267338,240482,89.95,239692,235543,88.11,232924,87.13,23,mifish,NS,surface
Sample-057,1559175,1432065,91.85,1431273,1310780,84.07,1294529,83.03,23,mifish,NS,surface
Sample-058,1393379,1224515,87.88,1222564,1109394,79.62,1101364,79.04,23,mifish,NS,surface
Sample-059,999261,931185,93.19,930284,858272,85.89,843106,84.37,23,mifish,NS,surface
Sample-060,1192545,1073831,90.05,1071314,991100,83.11,976130,81.85,23,mifish,NS,surface
Sample-061,1828344,1696680,92.8,1694769,1551134,84.84,1533932,83.9,23,mifish,NS,surface
Sample-062,1323692,1207835,91.25,1205192,1112578,84.05,1100530,83.14,23,mifish,NS,surface
Sample-063,1103556,1000101,90.63,997768,915899,83.0,903377,81.86,23,mifish,NS,surface
Sample-064,783143,718551,91.75,716104,667314,85.21,655975,83.76,23,mifish,NS,surface
Sample-065,1523921,1414856,92.84,1411822,1300608,85.35,1277331,83.82,23,mifish,NS,surface
Sample-066,1850160,1694440,91.58,1689676,1550592,83.81,1529612,82.67,23,mifish,NS,surface
Sample-067,1010590,933070,92.33,929884,857786,84.88,847844,83.9,23,mifish,NS,surface
Sample-068,1460366,1342133,91.9,1337771,1230158,84.24,1197106,81.97,23,mifish,NS,surface
Sample-069,1395619,1298973,93.08,1294873,1198360,85.87,1178260,84.43,23,mifish,NS,surface
Sample-070,1949918,1820094,93.34,1814723,1662274,85.25,1614766,82.81,23,mifish,NS,surface
Sample-071,1678084,1533457,91.38,1529012,1397511,83.28,1367440,81.49,23,mifish,NS,surface
Sample-072,1071670,946926,88.36,942837,848407,79.17,831523,77.59,23,mifish,NS,surface
Sample-073,1345697,1244478,92.48,1242493,1139664,84.69,1125684,83.65,23,mifish,NS,surface
Sample-074,1257222,1153473,91.75,1149044,1051515,83.64,1026171,81.62,23,mifish,NS,surface
Sample-075,2321161,2116765,91.19,2111000,1915028,82.5,1874330,80.75,23,mifish,NS,surface
Sample-076,1979488,1839608,92.93,1833394,1674038,84.57,1647593,83.23,23,mifish,NS,surface
Sample-077,1280552,1174039,91.68,1172908,1072837,83.78,1064748,83.15,23,mifish,NS,surface
Sample-078,2256820,2048454,90.77,2045111,1840808,81.57,1811004,80.25,23,mifish,NS,surface
Sample-079,993,672,67.67,672,633,63.75,633,63.75,23,mifish,NS,blank
Sample-080,888806,806025,90.69,804841,738164,83.05,729336,82.06,23,mifish,NS,blank
Sample-081,1678380,1552956,92.53,1549601,1407253,83.85,1386297,82.6,23,mifish,NS,blank
Sample-082,321441,267757,83.3,267370,258834,80.52,253097,78.74,23,mifish,NS,blank
Sample-083,1886004,1735464,92.02,1731161,1546825,82.02,1480560,78.5,23,mifish,NS,blank
Sample-084,650698,588612,90.46,587674,539216,82.87,527831,81.12,23,mifish,NS,blank
Sample-085,1535436,1419465,92.45,1417726,1291210,84.09,1267235,82.53,23,mifish,NS,blank
Sample-086,915266,649059,70.91,646986,565287,61.76,563750,61.59,23,mifish,NS,blank
Sample-087,374,40,10.7,10,2,0.53,2,0.53,23,mifish,NS,blank
Sample-088,676,29,4.29,26,0,0.0,0,0.0,23,mifish,NS,blank
Sample-089,1084,31,2.86,28,0,0.0,0,0.0,23,mifish,NS,blank
Sample-090,335,31,9.25,29,0,0.0,0,0.0,23,mifish,NS,blank
Sample-091,426,24,5.63,20,0,0.0,0,0.0,23,mifish,NS,blank
Sample-092,246,27,10.98,26,0,0.0,0,0.0,23,mifish,NS,blank
Sample-093,201371,181840,90.3,179556,173067,85.94,170202,84.52,24,COI,MS,surface
Sample-094,267424,241096,90.15,238983,229799,85.93,227268,84.98,24,COI,MS,surface
Sample-095,264520,239496,90.54,237091,229247,86.67,226161,85.5,24,COI,MS,surface
Sample-096,263755,239205,90.69,236430,227389,86.21,224055,84.95,24,COI,MS,surface
Sample-097,260339,236829,90.97,234417,225211,86.51,221691,85.15,24,COI,MS,surface
Sample-098,257760,233724,90.68,231182,222068,86.15,218971,84.95,24,COI,MS,surface
Sample-099,263728,239787,90.92,237476,229385,86.98,225963,85.68,24,COI,MS,surface
Sample-100,269489,244307,90.66,242420,235041,87.22,232372,86.23,24,COI,MS,surface
Sample-101,278296,249649,89.71,247719,240175,86.3,237540,85.36,24,COI,MS,surface
Sample-102,253231,228249,90.13,226371,220202,86.96,217844,86.03,24,COI,MS,surface
Sample-103,255380,232173,90.91,230384,223912,87.68,221643,86.79,24,COI,MS,surface
Sample-104,262709,237148,90.27,234895,228366,86.93,224266,85.37,24,COI,MS,surface
Sample-105,308761,280260,90.77,278031,271775,88.02,267704,86.7,24,COI,MS,surface
Sample-106,268720,243321,90.55,241822,235731,87.72,233153,86.76,24,COI,MS,surface
Sample-107,257596,233244,90.55,231315,225629,87.59,222635,86.43,24,COI,MS,surface
Sample-108,257381,233790,90.83,232273,227067,88.22,224663,87.29,24,COI,MS,surface
Sample-109,266837,239936,89.92,238141,231889,86.9,229117,85.86,24,COI,MS,surface
Sample-110,240350,218396,90.87,216931,212021,88.21,209667,87.23,24,COI,MS,surface
Sample-111,252473,230871,91.44,229227,223404,88.49,220369,87.28,24,COI,MS,surface
Sample-112,200939,179971,89.56,178614,173461,86.33,171607,85.4,24,COI,MS,surface
Sample-113,264270,239446,90.61,237870,232062,87.81,229081,86.68,24,COI,MS,surface
Sample-114,257918,232850,90.28,231200,225864,87.57,222923,86.43,24,COI,MS,surface
Sample-115,257944,232897,90.29,231278,225258,87.33,222552,86.28,24,COI,MS,surface
Sample-116,244720,222040,90.73,220217,214324,87.58,211611,86.47,24,COI,MS,surface
Sample-117,273239,247725,90.66,245751,239035,87.48,235875,86.33,24,COI,MS,surface
Sample-118,243097,221285,91.03,219390,214916,88.41,212420,87.38,24,COI,MS,surface
Sample-119,290427,264656,91.13,262620,256556,88.34,252504,86.94,24,COI,MS,surface
Sample-120,271887,247386,90.99,245441,239656,88.15,236079,86.83,24,COI,MS,surface
Sample-121,248486,224671,90.42,222632,217035,87.34,212932,85.69,24,COI,MS,surface
Sample-122,257861,233608,90.59,231881,223404,86.64,219366,85.07,24,COI,MS,surface
Sample-123,257327,234963,91.31,233141,227801,88.53,224642,87.3,24,COI,MS,surface
Sample-124,246926,225533,91.34,223665,218676,88.56,216446,87.66,24,COI,MS,surface
Sample-125,240743,217222,90.23,215272,209797,87.15,207274,86.1,24,COI,MS,surface
Sample-126,284235,257051,90.44,254555,248220,87.33,244620,86.06,24,COI,MS,surface
Sample-127,256189,232556,90.78,230371,223280,87.15,219750,85.78,24,COI,MS,surface
Sample-128,244587,221086,90.39,219022,213727,87.38,210853,86.21,24,COI,MS,surface
Sample-129,269873,244014,90.42,242062,235934,87.42,232424,86.12,24,COI,MS,surface
Sample-130,263355,237523,90.19,235575,229590,87.18,225782,85.73,24,COI,MS,surface
Sample-131,260137,234850,90.28,233183,227941,87.62,224871,86.44,24,COI,MS,surface
Sample-132,262087,238658,91.06,236785,229698,87.64,226688,86.49,24,COI,MS,surface
Sample-133,267645,243872,91.12,242020,235708,88.07,232589,86.9,24,COI,MS,surface
Sample-134,246237,223681,90.84,222017,215792,87.64,213345,86.64,24,COI,MS,surface
Sample-135,249298,224466,90.04,222708,214835,86.18,212278,85.15,24,COI,MS,surface
Sample-136,267605,243150,90.86,241461,233881,87.4,231125,86.37,24,COI,MS,surface
Sample-137,260418,236473,90.81,234107,228036,87.57,224754,86.31,24,COI,MS,surface
Sample-138,282086,255205,90.47,252961,246121,87.25,242910,86.11,24,COI,MS,surface
Sample-139,282711,257057,90.93,254784,245692,86.91,241163,85.3,24,COI,MS,surface
Sample-140,290991,262826,90.32,260569,253328,87.06,249445,85.72,24,COI,MS,surface
Sample-141,252853,226384,89.53,223168,198889,78.66,196498,77.71,24,COI,MS,surface
Sample-142,258617,230148,88.99,227072,200252,77.43,197730,76.46,24,COI,MS,surface
Sample-143,261562,234421,89.62,231014,207402,79.29,205574,78.59,24,COI,MS,surface
Sample-144,244121,219244,89.81,216243,200507,82.13,198101,81.15,24,COI,MS,surface
Sample-145,233580,207827,88.97,205010,188907,80.87,186457,79.83,24,COI,MS,surface
Sample-146,279276,248839,89.1,245909,227601,81.5,224355,80.33,24,COI,MS,surface
Sample-147,269862,242660,89.92,239714,223668,82.88,220087,81.56,24,COI,MS,surface
Sample-148,277327,250645,90.38,247509,233563,84.22,229896,82.9,24,COI,MS,surface
Sample-149,253232,228195,90.11,225512,213200,84.19,209902,82.89,24,COI,MS,surface
Sample-150,276048,249277,90.3,246212,234439,84.93,230349,83.45,24,COI,MS,surface
Sample-151,267534,242015,90.46,238797,224628,83.96,221214,82.69,24,COI,MS,surface
Sample-152,119262,100204,84.02,97845,91294,76.55,89868,75.35,24,COI,MS,surface
Sample-153,275405,249759,90.69,246671,236004,85.69,231813,84.17,24,COI,MS,surface
Sample-154,275224,249364,90.6,246406,233348,84.78,230012,83.57,24,COI,MS,surface
Sample-155,281211,254256,90.41,251245,240730,85.6,237528,84.47,24,COI,MS,surface
Sample-156,249189,224084,89.93,220771,211481,84.87,208766,83.78,24,COI,MS,surface
Sample-157,270642,245322,90.64,242061,230796,85.28,227323,83.99,24,COI,MS,surface
Sample-158,254985,229491,90.0,226201,215882,84.66,213263,83.64,24,COI,MS,surface
Sample-159,268830,243565,90.6,239711,230758,85.84,227780,84.73,24,COI,MS,surface
Sample-160,255275,230149,90.16,226784,215865,84.56,212688,83.32,24,COI,MS,surface
Sample-161,254242,231263,90.96,228683,218351,85.88,215537,84.78,24,COI,MS,surface
Sample-162,266056,238848,89.77,235093,224464,84.37,221646,83.31,24,COI,MS,surface
Sample-163,264861,235802,89.03,231847,219600,82.91,216509,81.74,24,COI,MS,surface
Sample-164,278668,250253,89.8,246005,234197,84.04,231115,82.94,24,COI,MS,surface
Sample-165,253154,227758,89.97,224592,215735,85.22,213128,84.19,24,COI,MS,surface
Sample-166,245841,220533,89.71,217250,209307,85.14,206826,84.13,24,COI,MS,surface
Sample-167,259030,233174,90.02,229782,220213,85.01,217121,83.82,24,COI,MS,surface
Sample-168,1133,417,36.8,337,318,28.07,302,26.65,24,COI,MS,blank
Sample-169,2598,1053,40.53,945,883,33.99,872,33.56,24,COI,MS,blank
Sample-170,1782,639,35.86,529,482,27.05,471,26.43,24,COI,MS,blank
Sample-171,1153,445,38.59,359,304,26.37,295,25.59,24,COI,MS,blank
Sample-172,1713,556,32.46,461,418,24.4,408,23.82,24,COI,MS,blank
Sample-173,2642,1125,42.58,1012,945,35.77,933,35.31,24,COI,MS,blank
Sample-174,1461,547,37.44,446,415,28.41,396,27.1,24,COI,MS,blank
Sample-175,1132,451,39.84,369,337,29.77,317,28.0,24,COI,MS,blank
Sample-176,754,272,36.07,220,187,24.8,187,24.8,24,COI,MS,blank
Sample-177,4125464,548172,13.29,531888,479159,11.61,463258,11.23,24,COI,MS,blank
Sample-093,151888,128958,84.9,128192,126787,83.47,124860,82.21,24,mifish,MS,surface
Sample-094,229308,199679,87.08,199032,195711,85.35,191432,83.48,24,mifish,MS,surface
Sample-095,205089,179136,87.35,178346,176100,85.87,172015,83.87,24,mifish,MS,surface
Sample-096,179776,156758,87.2,156062,153715,85.5,151219,84.12,24,mifish,MS,surface
Sample-097,172260,155188,90.09,154644,151093,87.71,149129,86.57,24,mifish,MS,surface
Sample-098,191501,170046,88.8,169614,167218,87.32,164856,86.09,24,mifish,MS,surface
Sample-099,168847,150195,88.95,149513,145080,85.92,144516,85.59,24,mifish,MS,surface
Sample-100,182095,155877,85.6,155331,152827,83.93,149312,82.0,24,mifish,MS,surface
Sample-101,198058,172749,87.22,171997,169455,85.56,166853,84.24,24,mifish,MS,surface
Sample-102,178100,153666,86.28,153049,150260,84.37,147506,82.82,24,mifish,MS,surface
Sample-103,118749,102998,86.74,102520,101224,85.24,88607,74.62,24,mifish,MS,surface
Sample-104,87024,73473,84.43,73073,70140,80.6,69155,79.47,24,mifish,MS,surface
Sample-105,115083,102952,89.46,102392,100843,87.63,99248,86.24,24,mifish,MS,surface
Sample-106,63749,55180,86.56,54909,53260,83.55,52773,82.78,24,mifish,MS,surface
Sample-107,140497,121629,86.57,120917,118143,84.09,116561,82.96,24,mifish,MS,surface
Sample-108,104786,91153,86.99,90845,89230,85.15,89226,85.15,24,mifish,MS,surface
Sample-109,186801,171428,91.77,170431,159318,85.29,159315,85.29,24,mifish,MS,surface
Sample-110,106849,92395,86.47,91907,89912,84.15,89632,83.89,24,mifish,MS,surface
Sample-111,66267,58068,87.63,57831,56517,85.29,56159,84.75,24,mifish,MS,surface
Sample-112,142296,124264,87.33,123632,120947,85.0,117901,82.86,24,mifish,MS,surface
Sample-113,88317,73681,83.43,73344,71977,81.5,71126,80.53,24,mifish,MS,surface
Sample-114,180876,155402,85.92,154525,152429,84.27,145950,80.69,24,mifish,MS,surface
Sample-115,186857,162694,87.07,162028,158794,84.98,156791,83.91,24,mifish,MS,surface
Sample-116,163490,144074,88.12,143104,137373,84.03,135001,82.57,24,mifish,MS,surface
Sample-117,84327,72652,86.16,72213,70933,84.12,70491,83.59,24,mifish,MS,surface
Sample-118,75042,64939,86.54,64680,63328,84.39,62805,83.69,24,mifish,MS,surface
Sample-119,187350,169558,90.5,169125,165114,88.13,159279,85.02,24,mifish,MS,surface
Sample-120,119473,107041,89.59,106644,104677,87.62,103131,86.32,24,mifish,MS,surface
Sample-121,100910,87092,86.31,86652,83441,82.69,82656,81.91,24,mifish,MS,surface
Sample-122,158065,143363,90.7,142636,138859,87.85,135370,85.64,24,mifish,MS,surface
Sample-123,96052,83267,86.69,82806,80419,83.72,79323,82.58,24,mifish,MS,surface
Sample-124,83509,74220,88.88,73745,72307,86.59,72096,86.33,24,mifish,MS,surface
Sample-125,80076,66322,82.82,65686,63594,79.42,63563,79.38,24,mifish,MS,surface
Sample-126,193626,165347,85.4,164394,157764,81.48,154423,79.75,24,mifish,MS,surface
Sample-127,171609,150793,87.87,150319,147585,86.0,136022,79.26,24,mifish,MS,surface
Sample-128,128003,109727,85.72,109432,107813,84.23,106646,83.32,24,mifish,MS,surface
Sample-129,213622,183409,85.86,182914,180016,84.27,176825,82.77,24,mifish,MS,surface
Sample-130,138744,116203,83.75,115821,111969,80.7,111582,80.42,24,mifish,MS,surface
Sample-131,188518,162519,86.21,161826,159494,84.6,157003,83.28,24,mifish,MS,surface
Sample-132,89224,79121,88.68,78792,76546,85.79,75005,84.06,24,mifish,MS,surface
Sample-133,109610,99558,90.83,99142,97205,88.68,96142,87.71,24,mifish,MS,surface
Sample-134,57999,50616,87.27,50388,49333,85.06,48697,83.96,24,mifish,MS,surface
Sample-135,128185,110958,86.56,110619,108214,84.42,96709,75.44,24,mifish,MS,surface
Sample-136,105537,92170,87.33,91687,90135,85.41,89535,84.84,24,mifish,MS,surface
Sample-137,158537,135981,85.77,135615,127600,80.49,126205,79.61,24,mifish,MS,surface
Sample-138,175172,153875,87.84,153476,151017,86.21,147446,84.17,24,mifish,MS,surface
Sample-139,209171,188293,90.02,187835,180923,86.5,176540,84.4,24,mifish,MS,surface
Sample-140,191783,165990,86.55,165265,159860,83.35,156495,81.6,24,mifish,MS,surface
Sample-141,204866,182988,89.32,182428,178570,87.16,174439,85.15,24,mifish,MS,surface
Sample-142,197046,181344,92.03,180629,175571,89.1,172346,87.46,24,mifish,MS,surface
Sample-143,246932,233243,94.46,232031,230573,93.38,225719,91.41,24,mifish,MS,surface
Sample-144,174587,155715,89.19,155065,153222,87.76,151698,86.89,24,mifish,MS,surface
Sample-145,215958,191707,88.77,190785,186376,86.3,184590,85.47,24,mifish,MS,surface
Sample-146,172838,148082,85.68,147446,144199,83.43,142595,82.5,24,mifish,MS,surface
Sample-147,176349,154375,87.54,153543,151211,85.75,148485,84.2,24,mifish,MS,surface
Sample-148,185558,166446,89.7,165945,163862,88.31,160872,86.7,24,mifish,MS,surface
Sample-149,180191,164186,91.12,163696,160224,88.92,157320,87.31,24,mifish,MS,surface
Sample-150,198131,176692,89.18,176128,173146,87.39,169665,85.63,24,mifish,MS,surface
Sample-151,180470,162047,89.79,161515,158501,87.83,156204,86.55,24,mifish,MS,surface
Sample-152,69470,51659,74.36,50996,49227,70.86,49196,70.82,24,mifish,MS,surface
Sample-153,208054,185732,89.27,184885,181683,87.32,179111,86.09,24,mifish,MS,surface
Sample-154,219083,196275,89.59,195596,190348,86.88,186678,85.21,24,mifish,MS,surface
Sample-155,199204,175816,88.26,175062,172745,86.72,170041,85.36,24,mifish,MS,surface
Sample-156,143178,126820,88.58,126112,123651,86.36,122198,85.35,24,mifish,MS,surface
Sample-157,189364,172607,91.15,171912,169308,89.41,166305,87.82,24,mifish,MS,surface
Sample-158,125085,108489,86.73,107952,106342,85.02,104659,83.67,24,mifish,MS,surface
