"diff","lwr","upr","p adj","Comparison","Year"
-0.127349793509134,-0.232810778775824,-0.0218888082424431,0.014154178967292,"Zone_2A-Zone_1","2022"
-0.159549008683922,-0.305905373550501,-0.013192643817343,0.0292757506236996,"Zone_2B-Zone_1","2022"
-0.131551783098187,-0.253327639563641,-0.00977592663273308,0.0310746987677021,"Zone_3-Zone_1","2022"
-0.0321992151747885,-0.182718202255435,0.118319771905858,0.932812624906306,"Zone_2B-Zone_2A","2022"
-0.00420198958905338,-0.130950319569055,0.122546340390948,0.999711398834159,"Zone_3-Zone_2A","2022"
0.0279972255857351,-0.13437058303487,0.19036503420634,0.962984629768659,"Zone_3-Zone_2B","2022"
-0.0600708573039359,-0.122532509472153,0.00239079486428126,0.0622065731932262,"Zone_2A-Zone_1","2024"
-0.109450517124888,-0.19613338218426,-0.0227676520655159,0.0101392804516398,"Zone_2B-Zone_1","2024"
-0.080372465843332,-0.15827583325177,-0.00246909843489389,0.0415896509035864,"Zone_3-Zone_1","2024"
-0.0493796598209518,-0.138527931970778,0.039768612328874,0.430546314128727,"Zone_2B-Zone_2A","2024"
-0.0203016085393961,-0.100939254747431,0.0603360376686391,0.895239576569808,"Zone_3-Zone_2A","2024"
0.0290780512815557,-0.0714947635805637,0.129650866143675,0.850925375284723,"Zone_3-Zone_2B","2024"
-0.113679225764574,-0.245468786176022,0.0181103346468744,0.107019322793803,"Zone_2A-Zone_1","2025"
-0.152378671039544,-0.33527323570161,0.030515893622522,0.124803742387133,"Zone_2B-Zone_1","2025"
-0.124527026932073,-0.288897487669801,0.0398434338056554,0.181935216383544,"Zone_3-Zone_1","2025"
-0.0386994452749705,-0.226795840266647,0.149396949716706,0.938905214949797,"Zone_2B-Zone_2A","2025"
-0.0108478011674992,-0.180987392060011,0.159291789725012,0.997941039540412,"Zone_3-Zone_2A","2025"
0.0278516441074712,-0.184349708241083,0.240052996456025,0.982800094167558,"Zone_3-Zone_2B","2025"
