"diff","lwr","upr","p adj","Comparison","Year"
-24.6844587487455,-45.2949532798185,-4.07396421767248,0.0150637104670688,"Zone_2A-Zone_1","2022"
-38.3577791035437,-66.9605562352219,-9.75500197186541,0.00601636812250228,"Zone_2B-Zone_1","2022"
-39.1445594535467,-62.9435085848394,-15.3456103222541,0.000810082763831432,"Zone_3-Zone_1","2022"
-13.6733203547982,-43.089608778458,15.7429680688617,0.57819423693045,"Zone_2B-Zone_2A","2022"
-14.4601007048012,-39.2308323196192,10.3106309100167,0.387949586962466,"Zone_3-Zone_2A","2022"
-0.786780350003085,-32.5187125250599,30.9451518250538,0.999879073532445,"Zone_3-Zone_2B","2022"
-12.1057903680479,-23.6210102450347,-0.590570491061008,0.0370631551410949,"Zone_2A-Zone_1","2024"
-22.6382573469317,-38.6188184764651,-6.65769621739827,0.00378714782284062,"Zone_2B-Zone_1","2024"
-18.0552979119398,-32.4173004162912,-3.69329540758852,0.0104971307234882,"Zone_3-Zone_1","2024"
-10.5324669788838,-26.9675422582576,5.90260830048992,0.307391710719992,"Zone_2B-Zone_2A","2024"
-5.94950754389198,-20.8155924810542,8.91657739327025,0.684238798955461,"Zone_3-Zone_2A","2024"
4.58295943499184,-13.9583060708555,23.1242249408391,0.900151632606753,"Zone_3-Zone_2B","2024"
-8.37123088974011,-13.9724861982135,-2.76997558126672,0.0022851223820356,"Zone_2A-Zone_1","2025"
-13.8414326576599,-21.6147278109788,-6.06813750434111,0.000354379337817456,"Zone_2B-Zone_1","2025"
-10.055596574038,-17.0415893407568,-3.0696038073193,0.00326815394327673,"Zone_3-Zone_1","2025"
-5.47020176791982,-13.4645825645669,2.52417902872722,0.255217576532969,"Zone_2B-Zone_2A","2025"
-1.68436568429793,-8.91555519348904,5.54682382489318,0.914628414238558,"Zone_3-Zone_2A","2025"
3.78583608362189,-5.23304179712049,12.8047139643643,0.651645824185986,"Zone_3-Zone_2B","2025"
