Marker,Metric,Year,.y.,group1,group2,n1,n2,statistic,p,p.adj,p.adj.signif
COI,Observed Features (ASVs),2022,diversity_value,Zone_1,Zone_2A,10,8,-0.22398989626367297,0.8227651651241803,0.8227651651241803,ns
COI,Observed Features (ASVs),2022,diversity_value,Zone_1,Zone_2B,10,3,0.6124995123270979,0.5402073205580853,0.6482487846697024,ns
COI,Observed Features (ASVs),2022,diversity_value,Zone_1,Zone_3,10,5,-1.06241868871563,0.2880456532800553,0.6482487846697024,ns
COI,Observed Features (ASVs),2022,diversity_value,Zone_2A,Zone_2B,8,3,0.7524990664188494,0.4517509910767002,0.6482487846697024,ns
COI,Observed Features (ASVs),2022,diversity_value,Zone_2A,Zone_3,8,5,-0.8343680000374402,0.404073643794232,0.6482487846697024,ns
COI,Observed Features (ASVs),2022,diversity_value,Zone_2B,Zone_3,3,5,-1.3489136160097324,0.17736471422989172,0.6482487846697024,ns
COI,Observed Features (ASVs),2023,diversity_value,Zone_1,Zone_2A,10,8,2.2808609527237778,0.02255667617646168,0.04511335235292336,*
COI,Observed Features (ASVs),2023,diversity_value,Zone_1,Zone_2B,10,3,3.5883025190502913,3.328379595116643e-4,0.001997027757069986,**
COI,Observed Features (ASVs),2023,diversity_value,Zone_1,Zone_3,10,5,2.816718504555102,0.00485170281396734,0.014555108441902019,*
COI,Observed Features (ASVs),2023,diversity_value,Zone_2A,Zone_2B,8,3,1.8909844858756315,0.05862641523290732,0.08793962284936098,ns
COI,Observed Features (ASVs),2023,diversity_value,Zone_2A,Zone_3,8,5,0.8084245764806929,0.4188462087748948,0.4188462087748948,ns
COI,Observed Features (ASVs),2023,diversity_value,Zone_2B,Zone_3,3,5,-1.1219133026617787,0.2618993040136611,0.31427916481639334,ns
COI,Observed Features (ASVs),2024,diversity_value,Zone_1,Zone_2A,10,8,-2.127679671665686,0.03336365148729373,0.06672730297458745,ns
COI,Observed Features (ASVs),2024,diversity_value,Zone_1,Zone_2B,10,3,-2.488152777839336,0.012840855767329932,0.039264003437270434,*
COI,Observed Features (ASVs),2024,diversity_value,Zone_1,Zone_3,10,4,-2.481365722652468,0.013088001145756811,0.039264003437270434,*
COI,Observed Features (ASVs),2024,diversity_value,Zone_2A,Zone_2B,8,3,-0.9285858482198466,0.35310375870513416,0.5296556380577012,ns
COI,Observed Features (ASVs),2024,diversity_value,Zone_2A,Zone_3,8,4,-0.749133448584115,0.45377677645719194,0.5445321317486304,ns
COI,Observed Features (ASVs),2024,diversity_value,Zone_2B,Zone_3,3,4,0.22246037314080877,0.8239555180348827,0.8239555180348827,ns
COI,Observed Features (ASVs),2025,diversity_value,Zone_1,Zone_2A,10,8,-3.5597755620363642,3.7117187661688764e-4,0.002227031259701326,**
COI,Observed Features (ASVs),2025,diversity_value,Zone_1,Zone_2B,10,3,-2.178005087040351,0.029405658026755117,0.08821697408026535,ns
COI,Observed Features (ASVs),2025,diversity_value,Zone_1,Zone_3,10,4,-1.8778946215778467,0.06039558230941412,0.12079116461882825,ns
COI,Observed Features (ASVs),2025,diversity_value,Zone_2A,Zone_2B,8,3,0.37638129248202784,0.7066334517020172,0.7066334517020172,ns
COI,Observed Features (ASVs),2025,diversity_value,Zone_2A,Zone_3,8,4,0.9431717302054354,0.34559307075215545,0.5183896061282331,ns
COI,Observed Features (ASVs),2025,diversity_value,Zone_2B,Zone_3,3,4,0.422593386271456,0.6725919528271032,0.7066334517020172,ns
