"","diff","lwr","upr","p adj"
"Zone_2A-Zone_1",0.228440593979653,-0.049805029210204,0.506686217169511,0.113374835513105
"Zone_2B-Zone_1",0.218975445987704,-0.0174878643817743,0.455438756357182,0.0705186951674602
"Zone_2B-Zone_2A",-0.00946514799194975,-0.337380759646992,0.318450463663092,0.99673686937148
