"","diff","lwr","upr","p adj"
"Zone_2A-Zone_1",-0.0783350132461855,-0.140908245397045,-0.0157617810953256,0.0106837658393767
"Zone_2B-Zone_1",-0.129723487164054,-0.216561200394151,-0.0428857739339562,0.0022069113337706
"Zone_3-Zone_1",-0.121137572095309,-0.193390916948037,-0.0488842272425813,0.000655756597067958
"Zone_2B-Zone_2A",-0.0513884739178681,-0.140695998381935,0.0379190505461988,0.400285835876757
"Zone_3-Zone_2A",-0.0428025588491237,-0.118006224512936,0.0324011068146888,0.409658564443665
"Zone_3-Zone_2B",0.0085859150687444,-0.0877518780682261,0.104923708205715,0.994517125260161
