"","diff","lwr","upr","p adj"
"Zone_2A-Zone_1",-0.0675553823105841,-0.152682470415107,0.017571705793939,0.15254669510114
"Zone_2B-Zone_1",-0.122953599267313,-0.241091042561142,-0.00481615597348409,0.0394334878303361
"Zone_3-Zone_1",-0.0898206649139899,-0.195992797587605,0.016351467759625,0.11675963342548
"Zone_2B-Zone_2A",-0.055398216956729,-0.176895688673075,0.0660992547596172,0.590617635591541
"Zone_3-Zone_2A",-0.0222652826034059,-0.132163880783389,0.0876333155765772,0.94142438049887
"Zone_3-Zone_2B",0.0331329343533232,-0.103934699538755,0.170200568245401,0.9058293308464
