"","diff","lwr","upr","p adj"
"Zone_2A-Zone_1",-0.209586480655147,-0.385655959714198,-0.0335170015960971,0.0157708296575914
"Zone_2B-Zone_1",-0.238319492449153,-0.482664724516446,0.00602573961813946,0.0576439541647275
"Zone_3-Zone_1",-0.206562890881717,-0.409870413143357,-0.00325536862007728,0.0455419893159261
"Zone_2B-Zone_2A",-0.028733011794006,-0.280027834962663,0.222561811374651,0.988613554916043
"Zone_3-Zone_2A",0.00302358977343041,-0.208585588490449,0.21463276803731,0.999976825988872
"Zone_3-Zone_2B",0.0317566015674364,-0.239320094781417,0.302833297916289,0.987779043293489
