"","diff","lwr","upr","p adj"
"Zone_2A-Zone_1",-0.0208935814850991,-0.251048156296496,0.209260993326298,0.994211094890566
"Zone_2B-Zone_1",-0.266237761530842,-0.585641063535155,0.0531655404734704,0.12517626211595
"Zone_3-Zone_1",-0.293207463026409,-0.558967074471577,-0.0274478515812412,0.0270296222296444
"Zone_2B-Zone_2A",-0.245344180045743,-0.573831851434207,0.0831434913427206,0.192668355840694
"Zone_3-Zone_2A",-0.27231388154131,-0.548925255129678,0.00429749204705826,0.0547006344240685
"Zone_3-Zone_2B",-0.0269697014955665,-0.381315850089123,0.327376447097991,0.996561013108356
