"","diff","lwr","upr","p adj"
"Zone_2A-Zone_1",-35.774188899127,-58.7703996693242,-12.7779781289299,0.00146524542755866
"Zone_2B-Zone_1",-5.93330817034322,-37.8469282215941,25.9803118809076,0.954309567385831
"Zone_3-Zone_1",-43.5120521768806,-70.06578913391,-16.9583152198512,0.000843975927598661
"Zone_2B-Zone_2A",29.8408807287838,-2.98041657912577,62.6621780366934,0.0835676044742545
"Zone_3-Zone_2A",-7.73786327775359,-35.3758689688613,19.9001424133541,0.863804636305656
"Zone_3-Zone_2B",-37.5787440065374,-72.9837266159099,-2.17376139716489,0.0348085868631379
