"","diff","lwr","upr","p adj"
"Zone_2A-Zone_1",-0.0326271735344929,-0.135885627926007,0.0706312808570209,0.816428154689528
"Zone_2B-Zone_1",-0.133273936362347,-0.276573678805172,0.0100258060804792,0.074464687834202
"Zone_3-Zone_1",-0.162706085858056,-0.281938678736146,-0.0434734929799651,0.00516110573603201
"Zone_2B-Zone_2A",-0.100646762827854,-0.248022191980352,0.0467286663246442,0.258348963020635
"Zone_3-Zone_2A",-0.130078912323563,-0.254180129634817,-0.00597769501230831,0.0376677357142697
"Zone_3-Zone_2B",-0.0294321494957089,-0.188408939999829,0.129544641008412,0.954842722944676
