"","diff","lwr","upr","p adj"
"Zone_2A-Zone_1",-0.0346038846919542,-0.147343374333347,0.0781356049494385,0.828890584028393
"Zone_2B-Zone_1",-0.121432049889271,-0.277889358145038,0.0350252583664968,0.167258691894703
"Zone_3-Zone_1",-0.14014728411462,-0.270327633500138,-0.00996693472910171,0.031778703226803
"Zone_2B-Zone_2A",-0.0868281651973166,-0.247735383557727,0.0740790531630942,0.455289660857287
"Zone_3-Zone_2A",-0.105543399422666,-0.241039402979893,0.0299526041345618,0.164967077534469
"Zone_3-Zone_2B",-0.0187152342253491,-0.19228903340604,0.154858564955342,0.990406684021785
