"","diff","lwr","upr","p adj"
"Zone_2A-Zone_1",-24.6844587487455,-45.2949532798185,-4.07396421767248,0.0150637104670688
"Zone_2B-Zone_1",-38.3577791035437,-66.9605562352219,-9.75500197186541,0.00601636812250228
"Zone_3-Zone_1",-39.1445594535467,-62.9435085848394,-15.3456103222541,0.000810082763831432
"Zone_2B-Zone_2A",-13.6733203547982,-43.089608778458,15.7429680688617,0.57819423693045
"Zone_3-Zone_2A",-14.4601007048012,-39.2308323196192,10.3106309100167,0.387949586962466
"Zone_3-Zone_2B",-0.786780350003085,-32.5187125250599,30.9451518250538,0.999879073532445
