#SampleID	faith_pd
Musq_19_24	76.43317268841868
Musq_21_24	75.86004088504687
Musq_23_24	74.51047174798562
Musq_25_24	74.87920424795884
Musq_27_24	74.30744536384552
Musq_29_24	72.40730714054794
Musq_31_24	65.40118047755094
Zone_2B_1_24	75.5967593417257
Zone_2B_2_24	75.99869028125256
Zone_2B_3_24	72.4154193649883
Zone_3_1_24	76.75057684467322
Zone_3_3_24	85.0464292978027
Zone_3_2_24	67.85722666644222
Zone_2A_12_24	81.63629455959321
Zone_2A_10_24	68.99884492331334
Zone_2A_1_24	77.87787462395852
Musq_01_24	116.4868815577358
Musq_03_24	81.36868768363412
Musq_05_24	85.39560013786978
Musq_07_24	69.30688966811587
Musq_09_24	85.5249003817223
Musq_11_24	108.0550227081711
Musq_13_24	115.7779775295746
Musq_15_24	134.2603365846126
Musq_17_24	110.8875902898391
