#SampleID	faith_pd
Musq_21_25	50.65019122756473
Musq_19_25	83.82074722081146
Musq_17_25	85.02963092153951
Musq_15_25	76.7843579704524
Musq_13_25	93.16481213312397
Musq_11_25	95.13543519889289
Musq_09_25	96.82457939200961
Musq_07_25	88.40665574446189
Musq_05_25	83.43647739989898
Musq_03_25	77.18038851626281
Musq_01_25	62.12437685692471
Musq_23_25	53.88768092006001
Musq_25_25	55.76470342125952
Zone_3_1_25	58.18283723929623
Zone_3_3_25	71.29537209212977
Musq_31_25	86.13769175852907
Zone_3_2_25	78.8421070292821
Musq_29_25	73.10165173959716
Zone_2A_10_25	64.37966402417395
Zone_2A_1_25	64.80375571440233
Musq_27_25	74.28212925718952
Zone_2A_12_25	75.90672543650699
Zone_2B_1_25	62.20078318549725
Zone_2B_3_25	64.17499930230643
Zone_2B_2_25	85.30268035352752
