	Musq_19_25	Musq_11_25	Musq_09_25	Musq_03_25	Musq_01_25	Musq_23_25	Zone_2A_12_25	Zone_2B_3_25	Zone_2B_2_25
Musq_19_25	0.0	0.569327731092437	0.5813704496788008	0.6753875968992248	0.7552966101694916	0.6207827260458839	0.5974770642201835	0.6525096525096525	0.6308243727598566
Musq_11_25	0.569327731092437	0.0	0.5216049382716049	0.561284046692607	0.6813524590163934	0.6705744431418523	0.6222910216718266	0.7006726457399103	0.6854754440961337
Musq_09_25	0.5813704496788008	0.5216049382716049	0.0	0.558	0.6587982832618026	0.7033096926713948	0.6795523906408952	0.7220956719817767	0.7320872274143302
Musq_03_25	0.6753875968992248	0.561284046692607	0.558	0.0	0.518348623853211	0.7633007600434311	0.7546468401486989	0.8158697863682605	0.8084905660377358
Musq_01_25	0.7552966101694916	0.6813524590163934	0.6587982832618026	0.518348623853211	0.0	0.8073047858942065	0.8140495867768595	0.8537735849056604	0.8545454545454545
Musq_23_25	0.6207827260458839	0.6705744431418523	0.7033096926713948	0.7633007600434311	0.8073047858942065	0.0	0.5765379113018598	0.5756521739130435	0.6153846153846154
Zone_2A_12_25	0.5974770642201835	0.6222910216718266	0.6795523906408952	0.7546468401486989	0.8140495867768595	0.5765379113018598	0.0	0.5386819484240688	0.4816824966078697
Zone_2B_3_25	0.6525096525096525	0.7006726457399103	0.7220956719817767	0.8158697863682605	0.8537735849056604	0.5756521739130435	0.5386819484240688	0.0	0.5172955974842768
Zone_2B_2_25	0.6308243727598566	0.6854754440961337	0.7320872274143302	0.8084905660377358	0.8545454545454545	0.6153846153846154	0.4816824966078697	0.5172955974842768	0.0
