	Musq_19_24	Musq_21_24	Musq_23_24	Musq_25_24	Musq_27_24	Musq_29_24	Musq_31_24	Zone_2B_1_24	Zone_2B_2_24	Zone_2B_3_24	Zone_3_1_24	Zone_3_3_24	Zone_3_2_24	Zone_2A_12_24	Zone_2A_10_24	Zone_2A_1_24	Musq_01_24	Musq_03_24	Musq_05_24	Musq_07_24	Musq_09_24	Musq_11_24	Musq_13_24	Musq_15_24	Musq_17_24
Musq_19_24	0	0.4734974801540375	0.4319099485874176	0.4579304456710815	0.4791157245635986	0.491961270570755	0.5036571025848389	0.4940993189811707	0.4873562753200531	0.4837791621685028	0.4990503191947937	0.4989189207553864	0.4600675106048584	0.4928912222385406	0.4290076792240143	0.4622955322265625	0.7471873760223389	0.6378878355026245	0.5702173709869385	0.4935828447341919	0.4560603201389313	0.5507019758224487	0.5434902906417847	0.5503717064857483	0.501681923866272
Musq_21_24	0.4734974801540375	0	0.4480047225952148	0.465425580739975	0.4909352362155914	0.4981273710727692	0.5274698734283447	0.491773247718811	0.4781499803066254	0.5172508955001831	0.5139971971511841	0.5276169776916504	0.5075655579566956	0.4948156774044037	0.4475089013576508	0.4958703517913818	0.7465664744377136	0.6555764079093933	0.5705034732818604	0.4919280707836151	0.5281782150268555	0.515648365020752	0.5295332074165344	0.5832116007804871	0.5192332863807678
Musq_23_24	0.4319099485874176	0.4480047225952148	0	0.4049593210220337	0.397040843963623	0.4282059073448181	0.4340095818042755	0.4052654802799225	0.396884024143219	0.424874871969223	0.4489570558071136	0.4591342210769653	0.4329838454723358	0.4304406642913818	0.3955492973327637	0.4545386731624603	0.7839345335960388	0.7002979516983032	0.6289965510368347	0.551027774810791	0.5285764932632446	0.5692169070243835	0.5705482363700867	0.5916305780410767	0.5351351499557495
Musq_25_24	0.4579304456710815	0.465425580739975	0.4049593210220337	0	0.376004695892334	0.3832111358642578	0.4032033979892731	0.3890806436538696	0.3852110803127289	0.4290880560874939	0.4020721316337585	0.435490220785141	0.4120168089866638	0.3993226587772369	0.4081809222698212	0.466029942035675	0.803322970867157	0.7189982533454895	0.6617780327796936	0.601012647151947	0.5435485243797302	0.576895534992218	0.5777365565299988	0.5965951681137085	0.5496248602867126
Musq_27_24	0.4791157245635986	0.4909352362155914	0.397040843963623	0.376004695892334	0	0.3980452418327332	0.3847582638263702	0.3840861320495605	0.4120306074619293	0.4236778914928436	0.4195151925086975	0.433351993560791	0.4317452907562256	0.4319016635417938	0.4429568946361542	0.4530558884143829	0.810465931892395	0.7310554385185242	0.6790304780006409	0.6261041164398193	0.5864512324333191	0.6107759475708008	0.6071010828018188	0.6165688037872314	0.5813151597976685
Musq_29_24	0.491961270570755	0.4981273710727692	0.4282059073448181	0.3832111358642578	0.3980452418327332	0	0.372356116771698	0.3821477890014648	0.361588716506958	0.4189545512199402	0.3925834000110626	0.3970282971858978	0.3822247385978699	0.4260109066963196	0.4351772367954254	0.4877505302429199	0.8167369961738586	0.7341694831848145	0.687688410282135	0.6231641173362732	0.5726088881492615	0.5957688093185425	0.5946197509765625	0.6169500946998596	0.552168071269989
Musq_31_24	0.5036571025848389	0.5274698734283447	0.4340095818042755	0.4032033979892731	0.3847582638263702	0.372356116771698	0	0.4005986452102661	0.399296760559082	0.440013587474823	0.3804893493652344	0.4562762379646301	0.4131370782852173	0.4393065869808197	0.4464440047740936	0.4968623220920563	0.8231198191642761	0.7408834099769592	0.7051994204521179	0.6365187168121338	0.584052562713623	0.6423758864402771	0.633544921875	0.6450739502906799	0.615868866443634
Zone_2B_1_24	0.4940993189811707	0.491773247718811	0.4052654802799225	0.3890806436538696	0.3840861320495605	0.3821477890014648	0.4005986452102661	0	0.3469403982162476	0.3842386603355408	0.3764329552650452	0.4262855648994446	0.4148830473423004	0.4237833321094513	0.4101419448852539	0.4685390293598175	0.8021096587181091	0.7235541939735413	0.6747836470603943	0.6099502444267273	0.5748750567436218	0.5985735058784485	0.6092352271080017	0.612932562828064	0.5679298639297485
Zone_2B_2_24	0.4873562753200531	0.4781499803066254	0.396884024143219	0.3852110803127289	0.4120306074619293	0.361588716506958	0.399296760559082	0.3469403982162476	0	0.3553382754325867	0.3746349513530731	0.3974728882312775	0.4137184619903564	0.4198497533798218	0.4222927987575531	0.4888019561767578	0.8021074533462524	0.7183469533920288	0.6526633501052856	0.5940304398536682	0.5568069815635681	0.5661093592643738	0.5770246982574463	0.5958511829376221	0.5334304571151733
Zone_2B_3_24	0.4837791621685028	0.5172508955001831	0.424874871969223	0.4290880560874939	0.4236778914928436	0.4189545512199402	0.440013587474823	0.3842386603355408	0.3553382754325867	0	0.4067299962043762	0.4075730741024017	0.4144659340381622	0.4327113330364227	0.4509007334709167	0.4856556057929993	0.8131884336471558	0.7315092086791992	0.6792766451835632	0.6131830811500549	0.5783748626708984	0.6157740950584412	0.6097484230995178	0.6131108999252319	0.5638798475265503
Zone_3_1_24	0.4990503191947937	0.5139971971511841	0.4489570558071136	0.4020721316337585	0.4195151925086975	0.3925834000110626	0.3804893493652344	0.3764329552650452	0.3746349513530731	0.4067299962043762	0	0.3886711001396179	0.4425145983695984	0.4250931441783905	0.4398428201675415	0.4983575940132141	0.8117223381996155	0.7396565079689026	0.6930373311042786	0.6195086240768433	0.580827534198761	0.5979146957397461	0.5852619409561157	0.6126574277877808	0.5651199221611023
Zone_3_3_24	0.4989189207553864	0.5276169776916504	0.4591342210769653	0.435490220785141	0.433351993560791	0.3970282971858978	0.4562762379646301	0.4262855648994446	0.3974728882312775	0.4075730741024017	0.3886711001396179	0	0.4292344152927399	0.4448761343955994	0.4624934494495392	0.4812429547309875	0.8112673759460449	0.7385621070861816	0.6848978400230408	0.6381592750549316	0.5769743919372559	0.5945839881896973	0.5730414986610413	0.6021371483802795	0.5506291389465332
Zone_3_2_24	0.4600675106048584	0.5075655579566956	0.4329838454723358	0.4120168089866638	0.4317452907562256	0.3822247385978699	0.4131370782852173	0.4148830473423004	0.4137184619903564	0.4144659340381622	0.4425145983695984	0.4292344152927399	0	0.4339756071567535	0.424092173576355	0.4574402570724487	0.8062003254890442	0.7131490111351013	0.6710817217826843	0.6063329577445984	0.5560964941978455	0.6090002059936523	0.6196241974830627	0.6248526573181152	0.5672634840011597
Zone_2A_12_24	0.4928912222385406	0.4948156774044037	0.4304406642913818	0.3993226587772369	0.4319016635417938	0.4260109066963196	0.4393065869808197	0.4237833321094513	0.4198497533798218	0.4327113330364227	0.4250931441783905	0.4448761343955994	0.4339756071567535	0	0.4287542998790741	0.4844935536384583	0.8025718331336975	0.7294968366622925	0.6748059988021851	0.6233912706375122	0.5864924192428589	0.5927346348762512	0.5771302580833435	0.594632089138031	0.566929042339325
Zone_2A_10_24	0.4290076792240143	0.4475089013576508	0.3955492973327637	0.4081809222698212	0.4429568946361542	0.4351772367954254	0.4464440047740936	0.4101419448852539	0.4222927987575531	0.4509007334709167	0.4398428201675415	0.4624934494495392	0.424092173576355	0.4287542998790741	0	0.4030300080776215	0.7775914669036865	0.6752057671546936	0.6299512982368469	0.5496630072593689	0.519041895866394	0.5775564908981323	0.5774625539779663	0.5955018401145935	0.5462580919265747
Zone_2A_1_24	0.4622955322265625	0.4958703517913818	0.4545386731624603	0.466029942035675	0.4530558884143829	0.4877505302429199	0.4968623220920563	0.4685390293598175	0.4888019561767578	0.4856556057929993	0.4983575940132141	0.4812429547309875	0.4574402570724487	0.4844935536384583	0.4030300080776215	0	0.7729968428611755	0.6724776029586792	0.6308565139770508	0.5664487481117249	0.5440840125083923	0.5698428153991699	0.5849660634994507	0.5901681780815125	0.5345785021781921
Musq_01_24	0.7471873760223389	0.7465664744377136	0.7839345335960388	0.803322970867157	0.810465931892395	0.8167369961738586	0.8231198191642761	0.8021096587181091	0.8021074533462524	0.8131884336471558	0.8117223381996155	0.8112673759460449	0.8062003254890442	0.8025718331336975	0.7775914669036865	0.7729968428611755	0	0.5584701895713806	0.5876423716545105	0.6480453014373779	0.6634330153465271	0.6693482398986816	0.6999890804290771	0.7218124270439148	0.7316409349441528
Musq_03_24	0.6378878355026245	0.6555764079093933	0.7002979516983032	0.7189982533454895	0.7310554385185242	0.7341694831848145	0.7408834099769592	0.7235541939735413	0.7183469533920288	0.7315092086791992	0.7396565079689026	0.7385621070861816	0.7131490111351013	0.7294968366622925	0.6752057671546936	0.6724776029586792	0.5584701895713806	0	0.4527154862880707	0.5180678367614746	0.5563371181488037	0.5951380729675293	0.6392988562583923	0.6691139936447144	0.661285400390625
Musq_05_24	0.5702173709869385	0.5705034732818604	0.6289965510368347	0.6617780327796936	0.6790304780006409	0.687688410282135	0.7051994204521179	0.6747836470603943	0.6526633501052856	0.6792766451835632	0.6930373311042786	0.6848978400230408	0.6710817217826843	0.6748059988021851	0.6299512982368469	0.6308565139770508	0.5876423716545105	0.4527154862880707	0	0.425165206193924	0.485908031463623	0.5233782529830933	0.5537826418876648	0.5982678532600403	0.5821048021316528
