	Musq_19_25	Musq_11_25	Musq_09_25	Musq_03_25	Musq_01_25	Musq_23_25	Zone_2A_12_25	Zone_2B_3_25	Zone_2B_2_25
Musq_19_25	0	0.5621707439422607	0.4932918548583984	0.4999808669090271	0.553511917591095	0.5631343722343445	0.5885134339332581	0.5951952338218689	0.5227126479148865
Musq_11_25	0.5621707439422607	0	0.5377719402313232	0.5440436005592346	0.5563130974769592	0.6123843789100647	0.6287405490875244	0.6503768563270569	0.6010738015174866
Musq_09_25	0.4932918548583984	0.5377719402313232	0	0.4719376862049103	0.5228205323219299	0.5971155166625977	0.6446066498756409	0.7074359655380249	0.6075502634048462
Musq_03_25	0.4999808669090271	0.5440436005592346	0.4719376862049103	0	0.4613700211048126	0.6418758630752563	0.6793901920318604	0.6861492395401001	0.6658625602722168
Musq_01_25	0.553511917591095	0.5563130974769592	0.5228205323219299	0.4613700211048126	0	0.6351524591445923	0.7107836008071899	0.7290804982185364	0.6589123606681824
Musq_23_25	0.5631343722343445	0.6123843789100647	0.5971155166625977	0.6418758630752563	0.6351524591445923	0	0.4990010857582092	0.5594558715820312	0.5048137307167053
Zone_2A_12_25	0.5885134339332581	0.6287405490875244	0.6446066498756409	0.6793901920318604	0.7107836008071899	0.4990010857582092	0	0.497074156999588	0.4887431561946869
Zone_2B_3_25	0.5951952338218689	0.6503768563270569	0.7074359655380249	0.6861492395401001	0.7290804982185364	0.5594558715820312	0.497074156999588	0	0.4851176142692566
Zone_2B_2_25	0.5227126479148865	0.6010738015174866	0.6075502634048462	0.6658625602722168	0.6589123606681824	0.5048137307167053	0.4887431561946869	0.4851176142692566	0
