	shannon_entropy
Musq_19_25	6.232527066405542
Musq_11_25	5.645603043332369
Musq_09_25	6.630494785838269
Musq_03_25	6.241981123313747
Musq_01_25	6.071171011762614
Musq_23_25	5.339646883617227
Zone_2A_12_25	6.425588369533486
Zone_2B_3_25	5.703126251583953
Zone_2B_2_25	6.096276416761556
