	shannon_entropy
Musq_19_25	5.367924021483025
Musq_11_25	5.647422457658073
Musq_09_25	5.769193952311157
Musq_03_25	6.437562841262137
Musq_01_25	6.3519941021975335
Musq_23_25	4.417264860932164
Zone_2A_12_25	4.681352555274984
Zone_2B_3_25	4.262061672957656
Zone_2B_2_25	4.871847459104928
