	Musq_19_25	Musq_11_25	Musq_09_25	Musq_03_25	Musq_01_25	Musq_23_25	Zone_2A_12_25	Zone_2B_3_25	Zone_2B_2_25
Musq_19_25	0.0	0.19885	0.2509	0.50645	0.71765	0.2074	0.2479	0.27205	0.2503
Musq_11_25	0.19885	0.0	0.1686	0.4117	0.6346	0.2516	0.2787	0.3176	0.2985
Musq_09_25	0.2509	0.1686	0.0	0.3683	0.5867	0.29885	0.3064	0.34195	0.3215
Musq_03_25	0.50645	0.4117	0.3683	0.0	0.29935	0.56155	0.5705	0.5933	0.58375
Musq_01_25	0.71765	0.6346	0.5867	0.29935	0.0	0.7589	0.76545	0.78575	0.77885
Musq_23_25	0.2074	0.2516	0.29885	0.56155	0.7589	0.0	0.14775	0.15775	0.1667
Zone_2A_12_25	0.2479	0.2787	0.3064	0.5705	0.76545	0.14775	0.0	0.1152	0.1022
Zone_2B_3_25	0.27205	0.3176	0.34195	0.5933	0.78575	0.15775	0.1152	0.0	0.12395
Zone_2B_2_25	0.2503	0.2985	0.3215	0.58375	0.77885	0.1667	0.1022	0.12395	0.0
