#SampleID	faith_pd
2A12B	189.3769069266206
2A12S	187.6199519220775
2B03B	208.6861227467917
2B03S	184.3528200775604
301B	213.9065123233807
301S	166.1064449365323
M08B	163.6321241719965
M08S	206.005500623434
M19S	242.0485305765002
M20B	202.7575167855503
M30B	244.9690327039115
M30S	211.0470184090361
M32B	178.6296770127771
M32S	213.7424955239643
