	Musq_19_24	Musq_21_24	Musq_23_24	Musq_25_24	Musq_27_24	Musq_29_24	Musq_31_24	Zone_2B_1_24	Zone_2B_2_24	Zone_2B_3_24	Zone_3_1_24	Zone_3_3_24	Zone_3_2_24	Zone_2A_12_24	Zone_2A_10_24	Zone_2A_1_24	Musq_01_24	Musq_03_24	Musq_05_24	Musq_07_24	Musq_09_24	Musq_11_24	Musq_13_24	Musq_15_24	Musq_17_24
Zone_3_1_24	63.67970691460206	67.05367916914705	56.43256392064988	52.997394082757545	50.03900253226864	49.89235243984066	48.877600988395635	46.67804201172271	47.8767461313579	46.94884544181826	0.0	49.34078127289585	48.93028393977239	54.90756444907431	57.631063422207696	63.98394208249729	114.92262289237725	98.72827184941538	90.00230383497689	80.53691863908153	76.00853644903717	78.85867591958369	75.16373638079837	84.34102846896292	71.77403971945341
Zone_3_3_24	67.65126567014184	70.06786480992821	59.97032475306552	56.51344723299393	51.80052825092341	51.42121590540505	52.578856004799945	51.78919811830956	50.684922231203	48.62799743835512	49.34078127289585	0.0	52.95805148185438	55.04564108178474	61.61134522004549	65.62815005676111	118.61860638075078	102.3956744730789	92.54316774665367	83.92082514323663	79.43062268491101	82.06664458855214	76.50759467787007	86.13077830618464	74.51811930553332
Zone_3_2_24	56.68379791554887	61.363066281199536	50.77059932398227	47.49755378659999	46.5197883358309	45.9869611335241	44.585808985641904	43.576189227001045	43.97238744583119	46.23987384245598	48.93028393977239	52.95805148185438	0.0	52.78656099736582	49.744560716744004	56.37269201741772	110.5298025101283	93.34637047844409	84.48283827192886	75.48549707274212	70.91359159506146	76.05328197051644	74.59093326866584	82.45691459903013	69.70902022637974
Zone_2A_12_24	62.443902268137975	64.1470693766634	53.681464060569496	54.53653234124736	52.767924046437756	55.03169806563177	53.643553599897764	52.553344760442485	54.21905500016335	52.214076248707094	54.90756444907431	55.04564108178474	52.78656099736582	0.0	54.73244420868255	58.15721290868594	114.38214132478763	97.76342781991217	87.58140531431663	79.21458079135624	75.08819080997596	79.1651158301335	75.45576273008139	82.8376591959713	72.26995493392718
Zone_2A_10_24	49.85398571123611	55.571814292778704	48.47065737926149	50.01338823440953	54.25629638043776	53.78122526549071	52.21249295556828	51.22947106503937	53.09264172794575	53.71972186370463	57.631063422207696	61.61134522004549	49.744560716744004	54.73244420868255	0.0	49.331539315622145	104.46500258725521	85.4480127391546	75.53475096449247	66.53493366737948	64.5879807125444	70.21375882157733	69.51680292921365	76.932166345352	65.71314288053881
Zone_2A_1_24	55.23031921624364	58.31996632166748	52.19396331909083	58.0888502895187	57.98086822954338	60.93564535542756	56.74901957293737	58.19143789582675	60.1884109291326	59.239068424852526	63.98394208249729	65.62815005676111	56.37269201741772	58.15721290868594	49.331539315622145	0.0	106.83347105354649	88.14567983377663	77.79067645373904	71.07185491222184	68.8644510232462	73.17377322542171	72.0457143550219	78.66638403423399	66.97262656603874
Musq_01_24	99.34092128535534	101.85152469299557	107.1438924147796	111.12352096135339	114.07936937718559	115.31789627641956	110.88120934321533	112.56789633687806	114.2827952894554	113.06273076062232	114.92262289237725	118.61860638075078	110.5298025101283	114.38214132478763	104.46500258725521	106.83347105354649	0.0	69.30197084382489	77.04550909022436	81.8066235014721	89.9298862524892	97.3189833986015	103.93227189761616	111.00601300111904	107.31510854848689
Musq_03_24	80.39217366924376	83.57556067556338	89.27740754280485	93.3793139480169	97.21508507065077	98.08439713548682	94.16874301529928	95.7390170692977	97.41487805709869	96.32316444332818	98.72827184941538	102.3956744730789	93.34637047844409	97.76342781991217	85.4480127391546	88.14567983377663	69.30197084382489	0.0	55.79660643733028	60.24283168086507	69.70883387481496	78.36658382136025	86.79960991663114	94.65765407568273	89.3044658223926
Musq_05_24	69.72672959367736	71.36560359523781	77.60026368267414	84.33943156732693	87.21599977862752	89.47160121002504	84.87916092910666	86.3601367450396	87.69036900136241	86.74698076342484	90.00230383497689	92.54316774665367	84.48283827192886	87.58140531431663	75.53475096449247	77.79067645373904	77.04550909022436	55.79660643733028	0.0	47.77566911308191	57.8288567844086	65.54767755813414	73.31720075571525	82.29062724042542	77.79008398176279
Musq_07_24	60.659848536255204	62.930826328062544	68.06798082195	74.98208383389509	78.09179605215104	80.30645396887418	75.85464596899001	77.52221524236104	78.25633493215379	77.50165481744385	80.53691863908153	83.92082514323663	75.48549707274212	79.21458079135624	66.53493366737948	71.07185491222184	81.8066235014721	60.24283168086507	47.77566911308191	0.0	50.42033324148104	58.548862072879054	67.41113620963252	76.08015961280411	68.99750529487254
Musq_09_24	57.95197944052274	60.54443421249678	64.41906961501397	70.5174228942065	73.75702066800659	75.65842275189763	72.4576646075548	73.35624619039865	74.07974579218336	72.83639415343418	76.00853644903717	79.43062268491101	70.91359159506146	75.08819080997596	64.5879807125444	68.8644510232462	89.9298862524892	69.70883387481496	57.8288567844086	50.42033324148104	0.0	56.28945536200049	63.57062206415055	70.57090165036023	63.41238441541574
