	Zone_2A_1_22	Zone_2A_10_22	Zone_2A_12_22	Zone_2B_1_22	Zone_2B_2_22	Zone_2B_3_22	Zone_3_1_22	Zone_3_2_22	Zone_3_3_22	Musq_01_22	Musq_02_22	Musq_04_22	Musq_06_22	Musq_07_22	Musq_08_22	Musq_11_22	Musq_15_22	Musq_16_22	Musq_19_22	Musq_20_22	Musq_22_22	Musq_24_22	Musq_26_22	Musq_28_22	Musq_30_22	Musq_32_22
Zone_2A_1_22	0.0	0.5096006144393241	0.43201663201663204	0.4969902182091798	0.4813809154383243	0.44159663865546217	0.43957894736842107	0.4425949637217243	0.443471005423446	0.7368869936034115	0.7381237524950099	0.5641025641025641	0.5639253628196268	0.6752442996742671	0.48138414367060883	0.5759794946905895	0.5339663988312637	0.5183356840620592	0.5118110236220472	0.4676145339652449	0.4409515717926933	0.46405750798722045	0.5104166666666666	0.4527906000839278	0.4629934210526316	0.44232400339270567
Zone_2A_10_22	0.5096006144393241	0.0	0.49507948523845574	0.5365853658536586	0.5301462718515876	0.49345650500384913	0.5038255547054323	0.5108191653786708	0.5051272312951006	0.785659509202454	0.7839595375722543	0.6330690826727067	0.6238561060271379	0.7243953418931024	0.5628180039138944	0.6389627659574468	0.5988043839256061	0.5856867779204108	0.5850847457627119	0.5242052023121387	0.5277355623100304	0.5123026074182887	0.5498167277574142	0.507096279248178	0.5137580098002261	0.4892871055707051
Zone_2A_12_22	0.43201663201663204	0.49507948523845574	0.0	0.48068350668647847	0.4630126485243388	0.4077019673503558	0.40762463343108507	0.47619047619047616	0.41704592470004137	0.7693236714975845	0.7652635570724308	0.5961615353858457	0.5815815815815816	0.6948886798369395	0.5039899202015959	0.587734845799362	0.5465157410682703	0.5253946465339739	0.5301989150090416	0.46761757902852735	0.44549958711808424	0.43113057324840764	0.4806590257879656	0.44745484400656815	0.44250304754164976	0.3904314395557454
Zone_2B_1_22	0.4969902182091798	0.5365853658536586	0.48068350668647847	0.0	0.5117750439367311	0.47192716236722304	0.49250936329588013	0.5093914350112697	0.4797297297297297	0.7884047267355982	0.7832167832167832	0.6318681318681318	0.604614904895541	0.7160421545667447	0.5521988527724665	0.6257348138471587	0.5835240274599542	0.559732398853138	0.5663657639585423	0.5292469352014011	0.5154447339039822	0.507168458781362	0.5270448548812665	0.5041075429424944	0.5106461086637298	0.4740061162079511
Zone_2B_2_22	0.4813809154383243	0.5301462718515876	0.4630126485243388	0.5117750439367311	0.0	0.45720984759671746	0.46677030703459	0.4988416988416988	0.46658941676322907	0.7851992409867172	0.7743330930064888	0.623352165725047	0.6078555590750713	0.71501044464339	0.5460965084346803	0.6175485599464167	0.5799666110183639	0.55530253741054	0.5593974666210202	0.5119219653179191	0.4948016942626107	0.4853540971449759	0.5132203389830509	0.5026697177726926	0.48955563995442464	0.4604486422668241
Zone_2B_3_22	0.44159663865546217	0.49345650500384913	0.4077019673503558	0.47192716236722304	0.45720984759671746	0.0	0.4230282581189372	0.4437869822485207	0.4118143459915612	0.76392901361948	0.7571984435797665	0.5841543513957307	0.5809620596205962	0.693018807778132	0.4978540772532189	0.5907294286740927	0.541095890410959	0.5155976165439888	0.5221565731166913	0.45701892744479494	0.44346364018495166	0.44028950542822676	0.481656374863785	0.43894250944187996	0.45829926410466065	0.39913606911447086
Zone_3_1_22	0.43957894736842107	0.5038255547054323	0.40762463343108507	0.49250936329588013	0.46677030703459	0.4230282581189372	0.0	0.44833403627161533	0.4257011301799916	0.7682173734046933	0.7641363284275755	0.5830592105263158	0.5805357748389285	0.6952229299363057	0.48286334056399133	0.595843783590111	0.5353132922854038	0.5150877192982456	0.5248985614164515	0.4612357339630067	0.43485617597292725	0.44773728474169	0.4788783685360524	0.4480167014613779	0.4506578947368421	0.4114114114114114
Zone_3_2_22	0.4425949637217243	0.5108191653786708	0.47619047619047616	0.5093914350112697	0.4988416988416988	0.4437869822485207	0.44833403627161533	0.0	0.4534446764091858	0.7430406852248393	0.7469012395041983	0.5730526315789474	0.5796353629170966	0.6917098445595855	0.5043478260869565	0.593590677348871	0.5533381712626996	0.5366281107606029	0.5345724907063197	0.4872398900667452	0.46351750316322227	0.4644149577804584	0.5131721400216528	0.4602440050483803	0.46716232961586124	0.4458653026427962
Zone_3_3_22	0.443471005423446	0.5051272312951006	0.41704592470004137	0.4797297297297297	0.46658941676322907	0.4118143459915612	0.4257011301799916	0.4534446764091858	0.0	0.768068599428338	0.7649769585253456	0.5970088924818109	0.5840618695359785	0.7074317968015051	0.5057276198557489	0.59644128113879	0.5581148121899362	0.531055900621118	0.5297771282426014	0.488863287250384	0.45947063688999173	0.4495230524642289	0.4879453040662109	0.4607157548334019	0.46623534169025477	0.40615647712697733
Musq_01_22	0.7368869936034115	0.785659509202454	0.7693236714975845	0.7884047267355982	0.7851992409867172	0.76392901361948	0.7682173734046933	0.7430406852248393	0.768068599428338	0.0	0.5588928150765606	0.5978204462895693	0.709411323584552	0.6678585617798967	0.6524718551150269	0.6659663865546218	0.7094251075479077	0.755174875089222	0.7235294117647059	0.7579442918791683	0.726959517657192	0.7784711388455539	0.8009081383164512	0.7709797436957421	0.7712312068264933	0.7650250417362271
