	Musq_21_25	Musq_19_25	Musq_17_25	Musq_15_25	Musq_13_25	Musq_11_25	Musq_09_25	Musq_07_25	Musq_05_25	Musq_03_25	Musq_01_25	Musq_23_25	Musq_25_25	Zone_3_1_25	Zone_3_3_25	Musq_31_25	Zone_3_2_25	Musq_29_25	Zone_2A_10_25	Zone_2A_1_25	Musq_27_25	Zone_2A_12_25	Zone_2B_1_25	Zone_2B_3_25	Zone_2B_2_25
Musq_21_25	0	0.4880673885345459	0.5038200616836548	0.4836792051792145	0.5306676030158997	0.5570239424705505	0.5521301627159119	0.5339657664299011	0.5768397450447083	0.6258071064949036	0.6435489058494568	0.4287501275539398	0.5225619077682495	0.5478072762489319	0.5265249013900757	0.5528953671455383	0.5856728553771973	0.5967268943786621	0.5627092123031616	0.4657227396965027	0.5580542087554932	0.5507165193557739	0.524678647518158	0.5481544733047485	0.5895847678184509
Musq_19_25	0.4880673885345459	0	0.4272480010986328	0.4295953214168549	0.4271059334278107	0.4429651498794556	0.4524458348751068	0.4885420203208923	0.5426501035690308	0.6004889011383057	0.6540399193763733	0.5062278509140015	0.5427348613739014	0.5628314614295959	0.4867023527622223	0.5031055808067322	0.5340457558631897	0.5520598292350769	0.5561732053756714	0.4597695767879486	0.5377169251441956	0.5082974433898926	0.54630446434021	0.5425336956977844	0.5240408182144165
Musq_17_25	0.5038200616836548	0.4272480010986328	0	0.4126984775066376	0.4173292219638824	0.4539635479450226	0.4761409759521484	0.4976003468036652	0.5331050157546997	0.5951352715492249	0.657275378704071	0.5132713317871094	0.5479277372360229	0.5708528757095337	0.5074089169502258	0.5191192030906677	0.5560298562049866	0.5751861929893494	0.5703481435775757	0.4757857620716095	0.538258969783783	0.5120013952255249	0.5607780814170837	0.5445709228515625	0.5289211273193359
Musq_15_25	0.4836792051792145	0.4295953214168549	0.4126984775066376	0	0.4124628007411957	0.4422197341918945	0.475453794002533	0.4820060133934021	0.521711528301239	0.5863845944404602	0.630119800567627	0.4874777495861053	0.5388844013214111	0.5697936415672302	0.5039325952529907	0.5334703922271729	0.5629645586013794	0.579454243183136	0.5568829774856567	0.4585708975791931	0.5615595579147339	0.5137683749198914	0.5403209924697876	0.5308672785758972	0.5525040626525879
Musq_13_25	0.5306676030158997	0.4271059334278107	0.4173292219638824	0.4124628007411957	0	0.4185842275619507	0.4273299276828766	0.4416203498840332	0.4999616742134094	0.5492801070213318	0.6422401666641235	0.5425698757171631	0.5860700607299805	0.6056691408157349	0.5333616733551025	0.5538736581802368	0.5829675197601318	0.6026132106781006	0.6068493127822876	0.5050235986709595	0.5748942494392395	0.5428655743598938	0.5853286385536194	0.579964816570282	0.5809465050697327
Musq_11_25	0.5570239424705505	0.4429651498794556	0.4539635479450226	0.4422197341918945	0.4185842275619507	0	0.4550773799419403	0.4472444951534271	0.4969546794891357	0.5555421113967896	0.6333425045013428	0.5453495383262634	0.5898240804672241	0.5997847318649292	0.5480820536613464	0.5484114289283752	0.5860198736190796	0.6029719710350037	0.5951090455055237	0.5055475831031799	0.5779608488082886	0.5347317457199097	0.5783259868621826	0.5805805325508118	0.5761586427688599
Musq_09_25	0.5521301627159119	0.4524458348751068	0.4761409759521484	0.475453794002533	0.4273299276828766	0.4550773799419403	0	0.4421543776988983	0.4838956892490387	0.5200576186180115	0.6241281628608704	0.5960521101951599	0.6240840554237366	0.6505160331726074	0.5737294554710388	0.5796896815299988	0.6096600294113159	0.640733003616333	0.6386646032333374	0.5568633675575256	0.6092353463172913	0.5823477506637573	0.6212539076805115	0.613318920135498	0.6057673096656799
Musq_07_25	0.5339657664299011	0.4885420203208923	0.4976003468036652	0.4820060133934021	0.4416203498840332	0.4472444951534271	0.4421543776988983	0	0.4589259922504425	0.4958050847053528	0.5908867120742798	0.5769513845443726	0.6294379830360413	0.6420634984970093	0.582305908203125	0.5888118147850037	0.6179794669151306	0.6552575826644897	0.6397248506546021	0.553453803062439	0.6243734955787659	0.5847294926643372	0.6161383986473083	0.6088600754737854	0.6085930466651917
Musq_05_25	0.5768397450447083	0.5426501035690308	0.5331050157546997	0.521711528301239	0.4999616742134094	0.4969546794891357	0.4838956892490387	0.4589259922504425	0	0.4516607522964478	0.5259574055671692	0.6371302008628845	0.6961029767990112	0.7146432995796204	0.6581668257713318	0.6699418425559998	0.6955137848854065	0.7076388597488403	0.7134358286857605	0.629737913608551	0.7034818530082703	0.6632075905799866	0.6862632036209106	0.6881306171417236	0.6835851669311523
Musq_03_25	0.6258071064949036	0.6004889011383057	0.5951352715492249	0.5863845944404602	0.5492801070213318	0.5555421113967896	0.5200576186180115	0.4958050847053528	0.4516607522964478	0	0.4582447409629822	0.6821380257606506	0.7307339310646057	0.7387696504592896	0.690768301486969	0.7168219685554504	0.7337058782577515	0.7418004274368286	0.7358488440513611	0.6687007546424866	0.7343734502792358	0.7029653191566467	0.7193784713745117	0.7228074669837952	0.7264840006828308
