	Musq_19_25	Musq_11_25	Musq_09_25	Musq_03_25	Musq_01_25	Musq_23_25	Zone_2A_12_25	Zone_2B_3_25	Zone_2B_2_25
Musq_19_25	0.0	65.50539131241605	69.04901093269002	73.14122332747883	80.84972417091059	62.457644870919204	67.09417118868018	65.85960941145146	71.86020420011069
Musq_11_25	65.50539131241605	0.0	64.20335473451583	63.66865719110089	70.41085594057157	64.59222228650471	68.74963547204901	71.68938809129482	74.72242635739366
Musq_09_25	69.04901093269002	64.20335473451583	0.0	64.20702671813989	71.5933065273625	70.33104738325436	75.99276413659555	78.05485846585263	80.1795048857529
Musq_03_25	73.14122332747883	63.66865719110089	64.20702671813989	0.0	52.00954400466067	72.57695921143807	80.35651036223145	81.44266961471918	85.43429866837393
Musq_01_25	80.84972417091059	70.41085594057157	71.5933065273625	52.00954400466067	0.0	80.30426841481493	87.01341464347172	88.77083661321994	92.67085979818361
Musq_23_25	62.457644870919204	64.59222228650471	70.33104738325436	72.57695921143807	80.30426841481493	0.0	55.153030301607046	55.06098171391817	60.66608732862029
Zone_2A_12_25	67.09417118868018	68.74963547204901	75.99276413659555	80.35651036223145	87.01341464347172	55.153030301607046	0.0	54.201126148801286	55.59798581016101
Zone_2B_3_25	65.85960941145146	71.68938809129482	78.05485846585263	81.44266961471918	88.77083661321994	55.06098171391817	54.201126148801286	0.0	58.06534446597195
Zone_2B_2_25	71.86020420011069	74.72242635739366	80.1795048857529	85.43429866837393	92.67085979818361	60.66608732862029	55.59798581016101	58.06534446597195	0.0
