	shannon_entropy
2A12B	8.492693412436799
2A12S	8.042586398751254
2B03B	8.330176115373733
2B03S	8.03430176810634
301B	8.510765444477833
301S	7.858480341933735
M08B	8.341804509557972
M08S	8.348445833564368
M19S	8.428588732692175
M20B	8.373901354743754
M30B	8.525463707500176
M30S	8.289984066936357
M32B	8.769597442950383
M32S	8.43265480021161
