	Musq_19_24	Musq_21_24	Musq_23_24	Musq_25_24	Musq_27_24	Musq_29_24	Musq_31_24	Zone_2B_1_24	Zone_2B_2_24	Zone_2B_3_24	Zone_3_1_24	Zone_3_3_24	Zone_3_2_24	Zone_2A_12_24	Zone_2A_10_24	Zone_2A_1_24	Musq_01_24	Musq_03_24	Musq_05_24	Musq_07_24	Musq_09_24	Musq_11_24	Musq_13_24	Musq_15_24	Musq_17_24
Musq_19_24	0	0.5622963905334473	0.5935515761375427	0.8966809511184692	1.298354744911194	1.073387384414673	1.048938751220703	1.047013282775879	1.15961480140686	0.7854047417640686	1.189392685890198	0.8800131678581238	0.906285285949707	1.356674790382385	0.555879533290863	0.5222005844116211	0.509191632270813	0.464056134223938	0.345188319683075	0.3833715617656708	0.4611012935638428	0.5132215619087219	0.3948692083358765	0.2754441201686859	0.2880053818225861
Musq_21_24	0.5622963905334473	0	0.4641256928443909	0.3711204528808594	0.8339670896530151	0.5945507287979126	0.5802751183509827	0.6565839648246765	0.6586359143257141	0.3444911241531372	0.6612883806228638	0.5860154032707214	0.4131346344947815	1.064399480819702	0.470608651638031	0.4738900661468506	0.6779161691665649	0.3571962714195251	0.4109511077404022	0.3536444008350372	0.2265378683805466	0.4147182703018188	0.3358248770236969	0.4528648853302002	0.5568323135375977
Musq_23_24	0.5935515761375427	0.4641256928443909	0	0.4222789704799652	1.059856534004211	0.6086570620536804	0.5985816121101379	0.9899567365646362	0.8847143054008484	0.6128548979759216	0.934349000453949	0.3311094045639038	0.6018111705780029	1.375349521636963	0.165339782834053	0.4271809160709381	0.6451447010040283	0.266035795211792	0.5928852558135986	0.3761082291603088	0.3402717709541321	0.494023472070694	0.4203787744045258	0.5347102880477905	0.5914874672889709
Musq_25_24	0.8966809511184692	0.3711204528808594	0.4222789704799652	0	0.738259494304657	0.3383840620517731	0.3222634494304657	0.6155408024787903	0.5424503087997437	0.342424064874649	0.5645225644111633	0.4690856039524078	0.3330322206020355	1.021267414093018	0.4531396925449371	0.6579972505569458	0.9076423048973083	0.5583043098449707	0.7683297991752625	0.6854794025421143	0.5499476194381714	0.7082535624504089	0.6550387144088745	0.8007172346115112	0.8990989923477173
Musq_27_24	1.298354744911194	0.8339670896530151	1.059856534004211	0.738259494304657	0	0.5733574032783508	0.6648281812667847	0.5819921493530273	0.3523631989955902	0.7191538214683533	0.7210262417793274	1.111262917518616	0.5333277583122253	0.4125528037548065	1.095989227294922	1.133319020271301	1.34976863861084	1.078134655952454	1.167877316474915	1.110227584838867	0.9916893243789673	1.21073055267334	1.111120939254761	1.225720167160034	1.314356327056885
Musq_29_24	1.073387384414673	0.5945507287979126	0.6086570620536804	0.3383840620517731	0.5733574032783508	0	0.1193240061402321	0.5193963646888733	0.4076465964317322	0.476740837097168	0.4246344566345215	0.5713603496551514	0.1966682970523834	0.903550386428833	0.6421425938606262	0.8501096963882446	1.104082822799683	0.7606720328330994	0.9581271409988403	0.8516532778739929	0.7333393096923828	0.9639898538589478	0.8618217706680298	1.00666356086731	1.071017980575562
Musq_31_24	1.048938751220703	0.5802751183509827	0.5985816121101379	0.3222634494304657	0.6648281812667847	0.1193240061402321	0	0.5695900917053223	0.496097207069397	0.4584159851074219	0.4845135807991028	0.5485237836837769	0.253353625535965	0.9684633016586304	0.6295467019081116	0.822185754776001	1.075013279914856	0.7631258964538574	0.9366560578346252	0.8307029008865356	0.7228040099143982	0.9337096214294434	0.8336564898490906	0.9826513528823853	1.04685640335083
Zone_2B_1_24	1.047013282775879	0.6565839648246765	0.9899567365646362	0.6155408024787903	0.5819921493530273	0.5193963646888733	0.5695900917053223	0	0.3404733836650848	0.5059599876403809	0.4889232516288757	0.9807287454605103	0.4580218493938446	0.6312640905380249	1.011124014854431	0.9343040585517883	1.030713438987732	0.951715350151062	0.8735154271125793	0.9340523481369019	0.8399708271026611	0.8407293558120728	0.8343194723129272	0.9003813862800598	1.032209873199463
Zone_2B_2_24	1.15961480140686	0.6586359143257141	0.8847143054008484	0.5424503087997437	0.3523631989955902	0.4076465964317322	0.496097207069397	0.3404733836650848	0	0.5300546884536743	0.519669771194458	0.8386252522468567	0.3561212122440338	0.5550408959388733	0.9193792939186096	0.972648561000824	1.180738925933838	0.8836959600448608	1.016874194145203	0.9530029296875	0.8292154669761658	1.025842308998108	0.9529775381088257	1.061542510986328	1.160554885864258
Zone_2B_3_24	0.7854047417640686	0.3444911241531372	0.6128548979759216	0.342424064874649	0.7191538214683533	0.476740837097168	0.4584159851074219	0.5059599876403809	0.5300546884536743	0	0.5932800769805908	0.6901541352272034	0.3784950375556946	0.9399973154067993	0.6571264266967773	0.640720009803772	0.8034474849700928	0.6223325729370117	0.6448612809181213	0.5762474536895752	0.4798301458358765	0.6621869206428528	0.5570923686027527	0.6937121152877808	0.7767022252082825
Zone_3_1_24	1.189392685890198	0.6612883806228638	0.934349000453949	0.5645225644111633	0.7210262417793274	0.4246344566345215	0.4845135807991028	0.4889232516288757	0.519669771194458	0.5932800769805908	0	0.8698705434799194	0.4080668687820435	0.9409998655319214	0.9313178062438965	0.9558082818984985	1.081137657165527	0.8686789870262146	1.001730918884277	0.9522876739501953	0.821279764175415	0.7982403635978699	0.9212634563446045	1.02784252166748	1.159764289855957
Zone_3_3_24	0.8800131678581238	0.5860154032707214	0.3311094045639038	0.4690856039524078	1.111262917518616	0.5713603496551514	0.5485237836837769	0.9807287454605103	0.8386252522468567	0.6901541352272034	0.8698705434799194	0	0.6733395457267761	1.305346369743347	0.3790642023086548	0.633160412311554	0.8473242521286011	0.5205574631690979	0.7465017437934875	0.6589996814727783	0.5322741866111755	0.7065868973731995	0.6541247963905334	0.7827041745185852	0.8792253136634827
Zone_3_2_24	0.906285285949707	0.4131346344947815	0.6018111705780029	0.3330322206020355	0.5333277583122253	0.1966682970523834	0.253353625535965	0.4580218493938446	0.3561212122440338	0.3784950375556946	0.4080668687820435	0.6733395457267761	0	0.8497974872589111	0.5959181189537048	0.73445725440979	0.9475492238998413	0.5928175449371338	0.7801483869552612	0.692883312702179	0.5693792104721069	0.8015027642250061	0.700147271156311	0.834437370300293	0.9023024439811707
Zone_2A_12_24	1.356674790382385	1.064399480819702	1.375349521636963	1.021267414093018	0.4125528037548065	0.903550386428833	0.9684633016586304	0.6312640905380249	0.5550408959388733	0.9399973154067993	0.9409998655319214	1.305346369743347	0.8497974872589111	0	1.409855604171753	1.330382347106934	1.366617202758789	1.377335667610168	1.210068702697754	1.326464295387268	1.253376364707947	1.297939777374268	1.236721754074097	1.268906712532043	1.323492050170898
Zone_2A_10_24	0.555879533290863	0.470608651638031	0.165339782834053	0.4531396925449371	1.095989227294922	0.6421425938606262	0.6295467019081116	1.011124014854431	0.9193792939186096	0.6571264266967773	0.9313178062438965	0.3790642023086548	0.5959181189537048	1.409855604171753	0	0.3112586140632629	0.5518119931221008	0.2199608236551285	0.5781257748603821	0.323082447052002	0.3246994614601135	0.4844731390476227	0.3898652791976929	0.5103181600570679	0.5394508242607117
Zone_2A_1_24	0.5222005844116211	0.4738900661468506	0.4271809160709381	0.6579972505569458	1.133319020271301	0.8501096963882446	0.822185754776001	0.9343040585517883	0.972648561000824	0.640720009803772	0.9558082818984985	0.633160412311554	0.73445725440979	1.330382347106934	0.3112586140632629	0	0.3108993172645569	0.3255238234996796	0.4239802062511444	0.2180581092834473	0.2810175120830536	0.3378015458583832	0.2507871091365814	0.3765167593955994	0.3450677692890167
Musq_01_24	0.509191632270813	0.6779161691665649	0.6451447010040283	0.9076423048973083	1.34976863861084	1.104082822799683	1.075013279914856	1.030713438987732	1.180738925933838	0.8034474849700928	1.081137657165527	0.8473242521286011	0.9475492238998413	1.366617202758789	0.5518119931221008	0.3108993172645569	0	0.472586065530777	0.4145451784133911	0.3638246655464172	0.4925026297569275	0.4363682866096497	0.3866960108280182	0.3775671124458313	0.287507176399231
Musq_03_24	0.464056134223938	0.3571962714195251	0.266035795211792	0.5583043098449707	1.078134655952454	0.7606720328330994	0.7631258964538574	0.951715350151062	0.8836959600448608	0.6223325729370117	0.8686789870262146	0.5205574631690979	0.5928175449371338	1.377335667610168	0.2199608236551285	0.3255238234996796	0.472586065530777	0	0.4034753739833832	0.1851856410503387	0.190547913312912	0.3291858732700348	0.2671884894371033	0.3369146287441254	0.4020573794841766
