	Zone_2A_1_22	Zone_2A_10_22	Zone_2A_12_22	Zone_2B_1_22	Zone_2B_2_22	Zone_2B_3_22	Zone_3_1_22	Zone_3_2_22	Zone_3_3_22	Musq_01_22	Musq_02_22	Musq_04_22	Musq_06_22	Musq_07_22	Musq_08_22	Musq_11_22	Musq_15_22	Musq_16_22	Musq_19_22	Musq_20_22	Musq_22_22	Musq_24_22	Musq_26_22	Musq_28_22	Musq_30_22	Musq_32_22
Zone_2A_1_22	0	0.1173146814107895	0.1622234582901001	0.1058314815163612	0.09719979017972946	0.1384687125682831	0.1850633174180984	0.09134391695261002	0.1168916150927544	1.034704089164734	0.9823461771011353	0.6092298626899719	0.3824848830699921	0.6700929999351501	0.3710451126098633	0.4235149323940277	0.2996216714382172	0.2522772252559662	0.206439271569252	0.1782754361629486	0.1417351812124252	0.1650030910968781	0.1685143560171127	0.07971616089344025	0.1294431537389755	0.2122140228748322
Zone_2A_10_22	0.1173146814107895	0	0.1589608788490295	0.09676500409841537	0.08341144025325775	0.1183227524161339	0.1743643432855606	0.1070103645324707	0.09663059562444687	1.086007714271545	1.032057762145996	0.6584300398826599	0.4290781319141388	0.7186484336853027	0.4263371229171753	0.4793271720409393	0.3580430150032043	0.2543239295482635	0.256736546754837	0.1806269139051437	0.1917092502117157	0.1454029977321625	0.1496423184871674	0.07915309071540833	0.1029858142137527	0.2118328511714935
Zone_2A_12_22	0.1622234582901001	0.1589608788490295	0	0.1629542410373688	0.1289442926645279	0.0704265832901001	0.06491556018590927	0.1688434779644012	0.09029856324195862	1.086521744728088	1.025042653083801	0.6475067138671875	0.4323842525482178	0.7218801975250244	0.3515822887420654	0.4643988013267517	0.2985176742076874	0.1548611670732498	0.2079231739044189	0.1002639383077621	0.09517592191696167	0.07342539727687836	0.07057759910821915	0.1331276744604111	0.1210714727640152	0.08343616127967834
Zone_2B_1_22	0.1058314815163612	0.09676500409841537	0.1629542410373688	0	0.07694050669670105	0.1353521347045898	0.1886929720640182	0.08272505551576614	0.1122936010360718	1.077661395072937	1.029669165611267	0.655963122844696	0.4298103153705597	0.7148491144180298	0.4281073212623596	0.4679296910762787	0.3569323718547821	0.278656542301178	0.2548424601554871	0.196716696023941	0.189576655626297	0.1700046956539154	0.1729111224412918	0.08025588840246201	0.1189418658614159	0.2208756059408188
Zone_2B_2_22	0.09719979017972946	0.08341144025325775	0.1289442926645279	0.07694050669670105	0	0.09964098781347275	0.1552765071392059	0.09656647592782974	0.07627853006124496	1.083027601242065	1.02769660949707	0.6509028673171997	0.4268669784069061	0.7186446785926819	0.4052862823009491	0.463141918182373	0.3340117633342743	0.2410435229539871	0.2305691242218018	0.1686091125011444	0.166672021150589	0.1389812976121902	0.1396452933549881	0.06963071972131729	0.0956948846578598	0.1908715963363647
Zone_2B_3_22	0.1384687125682831	0.1183227524161339	0.0704265832901001	0.1353521347045898	0.09964098781347275	0	0.08369509130716324	0.1338497400283813	0.06323228776454926	1.08041512966156	1.018811345100403	0.6409458518028259	0.4263445138931274	0.7162670493125916	0.3627253472805023	0.4565743505954742	0.2977370023727417	0.1840299367904663	0.2012196630239487	0.1366021037101746	0.1212028637528419	0.0714772641658783	0.08129801601171494	0.1092404425144196	0.1005790010094643	0.1208506375551224
Zone_3_1_22	0.1850633174180984	0.1743643432855606	0.06491556018590927	0.1886929720640182	0.1552765071392059	0.08369509130716324	0	0.1898335218429565	0.1168578565120697	1.087477564811707	1.025797128677368	0.6530758738517761	0.4402901828289032	0.727405846118927	0.3528149127960205	0.4701528549194336	0.2996332943439484	0.1496743112802505	0.2140474319458008	0.1108369082212448	0.1093348637223244	0.06702347844839096	0.07863052934408188	0.1538813412189484	0.1383504271507263	0.06969945132732391
Zone_3_2_22	0.09134391695261002	0.1070103645324707	0.1688434779644012	0.08272505551576614	0.09656647592782974	0.1338497400283813	0.1898335218429565	0	0.116793230175972	1.039521336555481	0.9962671399116516	0.6251751184463501	0.3991713225841522	0.6825178265571594	0.4074067771434784	0.4393602311611176	0.3359777927398682	0.2724829316139221	0.234239786863327	0.2087358832359314	0.178902879357338	0.1693377494812012	0.1723430007696152	0.08323142677545547	0.1370591074228287	0.2294696867465973
Zone_3_3_22	0.1168916150927544	0.09663059562444687	0.09029856324195862	0.1122936010360718	0.07627853006124496	0.06323228776454926	0.1168578565120697	0.116793230175972	0	1.072100758552551	1.011160373687744	0.6337485909461975	0.4199527204036713	0.7074916362762451	0.375857949256897	0.4559960067272186	0.3063215613365173	0.2067366689443588	0.2110719680786133	0.145813062787056	0.1310409605503082	0.09802782535552979	0.1026820465922356	0.0834072008728981	0.09608188271522522	0.1466154754161835
Musq_01_22	1.034704089164734	1.086007714271545	1.086521744728088	1.077661395072937	1.083027601242065	1.08041512966156	1.087477564811707	1.039521336555481	1.072100758552551	0	0.1374693363904953	0.4844361543655396	0.7357298731803894	0.4201586842536926	0.7721569538116455	0.6795767545700073	0.8337327837944031	1.02027440071106	0.9360795021057129	1.065903782844543	1.027579188346863	1.078871726989746	1.080609321594238	1.060875177383423	1.088039755821228	1.09164822101593
