	Musq_21_25	Musq_19_25	Musq_17_25	Musq_15_25	Musq_13_25	Musq_11_25	Musq_09_25	Musq_07_25	Musq_05_25	Musq_03_25	Musq_01_25	Musq_23_25	Musq_25_25	Zone_3_1_25	Zone_3_3_25	Musq_31_25	Zone_3_2_25	Musq_29_25	Zone_2A_10_25	Zone_2A_1_25	Musq_27_25	Zone_2A_12_25	Zone_2B_1_25	Zone_2B_3_25	Zone_2B_2_25
Musq_21_25	0	0.2775256037712097	0.1483971625566483	0.1693305671215057	0.2057347595691681	0.2133409231901169	0.2132339924573898	0.1790225207805634	0.1684202700853348	0.1719843447208405	0.2396060675382614	0.2295617014169693	0.2846846282482147	0.3014533519744873	0.2755107581615448	0.2207280993461609	0.2870343327522278	0.3508526980876923	0.303533136844635	0.2463528513908386	0.2894224226474762	0.2507198750972748	0.2847337424755096	0.3214413225650787	0.278631329536438
Musq_19_25	0.2775256037712097	0	0.1957590281963348	0.1506974101066589	0.1377716660499573	0.1302202939987183	0.1267281323671341	0.1318421512842178	0.1376702189445496	0.1478915214538574	0.1279323697090149	0.3080264925956726	0.3442319929599762	0.3704988956451416	0.3541731834411621	0.3348986208438873	0.3632875978946686	0.3329547345638275	0.3731014430522919	0.3028869926929474	0.359232097864151	0.3386582732200623	0.3634018301963806	0.38840052485466	0.3631120920181274
Musq_17_25	0.1483971625566483	0.1957590281963348	0	0.1416893601417542	0.2077505439519882	0.1471133679151535	0.192699983716011	0.1801616549491882	0.1748249232769012	0.1796837598085403	0.2099034637212753	0.1875530034303665	0.2426157146692276	0.2910217642784119	0.2621384561061859	0.183812290430069	0.2488979250192642	0.2756108045578003	0.294091522693634	0.1889940947294235	0.2790306806564331	0.2365006357431412	0.2477937787771225	0.2855345904827118	0.2416834533214569
Musq_15_25	0.1693305671215057	0.1506974101066589	0.1416893601417542	0	0.1066656112670898	0.07515845447778702	0.08462026715278625	0.08924780786037445	0.08579946309328079	0.09660805016756058	0.1408331990242004	0.2529931366443634	0.3107782602310181	0.310370147228241	0.2867207825183868	0.2319368869066238	0.3131121098995209	0.3770971894264221	0.3133590519428253	0.2195639163255692	0.2982969284057617	0.275377094745636	0.2959047257900238	0.3402560651302338	0.3027138113975525
Musq_13_25	0.2057347595691681	0.1377716660499573	0.2077505439519882	0.1066656112670898	0	0.07416530698537827	0.03850295394659042	0.04184599593281746	0.04357745125889778	0.07998239248991013	0.07169034332036972	0.2949946224689484	0.3537118434906006	0.3487749993801117	0.3236896991729736	0.2866323888301849	0.3558355867862701	0.4198986291885376	0.3519914746284485	0.2596568465232849	0.3383176624774933	0.2990732192993164	0.3336697816848755	0.3801539540290833	0.3326395153999329
Musq_11_25	0.2133409231901169	0.1302202939987183	0.1471133679151535	0.07515845447778702	0.07416530698537827	0	0.06063035875558853	0.08469844609498978	0.07412013411521912	0.1008979082107544	0.1311184614896774	0.2385221570730209	0.3017700016498566	0.3110596835613251	0.2821857929229736	0.2352056056261063	0.3014625012874603	0.3655232787132263	0.3141829967498779	0.2115621715784073	0.2998831272125244	0.2597489058971405	0.2795405685901642	0.327254056930542	0.2798880338668823
Musq_09_25	0.2132339924573898	0.1267281323671341	0.192699983716011	0.08462026715278625	0.03850295394659042	0.06063035875558853	0	0.05109162628650665	0.05399972200393677	0.07376456260681152	0.08162006735801697	0.2935011982917786	0.3414206802845001	0.3390009701251984	0.3093203902244568	0.2683411538600922	0.3436928391456604	0.407707691192627	0.3423096239566803	0.244440108537674	0.3286287188529968	0.2932625114917755	0.3163838684558868	0.3680112659931183	0.3285103142261505
Musq_07_25	0.1790225207805634	0.1318421512842178	0.1801616549491882	0.08924780786037445	0.04184599593281746	0.08469844609498978	0.05109162628650665	0	0.02363563515245914	0.04128816351294518	0.080262191593647	0.3005638718605042	0.3570069074630737	0.3500612378120422	0.3301268815994263	0.2753430306911469	0.3591625094413757	0.4231391251087189	0.3531118929386139	0.262836366891861	0.3380533456802368	0.3052943646907806	0.3393293917179108	0.384996086359024	0.3374218642711639
Musq_05_25	0.1684202700853348	0.1376702189445496	0.1748249232769012	0.08579946309328079	0.04357745125889778	0.07412013411521912	0.05399972200393677	0.02363563515245914	0	0.04504255950450897	0.09588470309972763	0.2802704572677612	0.3468179404735565	0.3412010073661804	0.316886842250824	0.2631922364234924	0.3490022122859955	0.4130034744739532	0.3442603349685669	0.2496544718742371	0.3306078910827637	0.2921653091907501	0.3267853856086731	0.373240739107132	0.3256535232067108
Musq_03_25	0.1719843447208405	0.1478915214538574	0.1796837598085403	0.09660805016756058	0.07998239248991013	0.1008979082107544	0.07376456260681152	0.04128816351294518	0.04504255950450897	0	0.09557769447565079	0.3250534534454346	0.3649905622005463	0.3515411019325256	0.335142195224762	0.2807521820068359	0.3672569394111633	0.431219071149826	0.3539973497390747	0.2679554522037506	0.3416053056716919	0.3238356411457062	0.3449912071228027	0.3915142118930817	0.3540465831756592
Musq_01_25	0.2396060675382614	0.1279323697090149	0.2099034637212753	0.1408331990242004	0.07169034332036972	0.1311184614896774	0.08162006735801697	0.080262191593647	0.09588470309972763	0.09557769447565079	0	0.3397881090641022	0.3582247495651245	0.3844113647937775	0.3680377006530762	0.3218309879302979	0.3771770298480988	0.4192250072956085	0.3869291245937347	0.300880640745163	0.3730917572975159	0.3567058444023132	0.3772216439247131	0.4022282660007477	0.3812110126018524
