	Zone_2A_1_22	Zone_2A_10_22	Zone_2A_12_22	Zone_2B_1_22	Zone_2B_2_22	Zone_2B_3_22	Zone_3_1_22	Zone_3_2_22	Zone_3_3_22	Musq_01_22	Musq_02_22	Musq_04_22	Musq_06_22	Musq_07_22	Musq_08_22	Musq_11_22	Musq_15_22	Musq_16_22	Musq_19_22	Musq_20_22	Musq_22_22	Musq_24_22	Musq_26_22	Musq_28_22	Musq_30_22	Musq_32_22
Zone_2A_1_22	0.0	8.331639952514937	7.36248066084714	19.655671554991173	80.00218212405557	45.66181085500365	6.30983262497348	8.633653583310242	5.06717972168711	69.86659111536895	85.1021795937486	31.383851851779443	76.3258058183708	72.34054348101506	58.11240330930299	57.98356012930872	55.1899371149173	64.70836305388652	69.38779701299588	12.39140564250966	8.778971426717682	11.250979345052553	55.592569928628905	15.005544318494351	11.861740913322066	10.789347542249573
Zone_2A_10_22	8.331639952514937	0.0	8.667194714622793	21.298018691470382	79.90668436313156	45.7886816250299	9.699173494938709	7.643823345317231	7.973026726437165	69.71189263133925	84.95876976658576	31.10750466201061	76.32840381906834	72.40583275615467	57.94551358706369	57.814993802380314	55.228303511337685	64.81709401618737	69.55142176403413	11.719245556789867	10.713386789576468	13.313708406807526	55.98269197752112	15.159730542269232	11.975670492391789	11.245902574286925
Zone_2A_12_22	7.36248066084714	8.667194714622793	0.0	20.0258234620317	80.58092602140162	44.97892997472677	4.3441566687435635	4.076006549373102	4.856297549012265	69.32631594083752	84.60712352619528	30.38703163497164	75.94497314933847	71.93364043540335	57.52267913691958	57.388368886964685	54.58033704009074	64.17897183886362	68.885197969711	9.763380559099485	6.870674503219562	10.452912286269864	55.14178721667246	12.995456600406468	9.192367254107154	7.803092417476185
Zone_2B_1_22	19.655671554991173	21.298018691470382	20.0258234620317	0.0	82.62221961213726	49.701995146958495	19.2625236037915	20.44309657193843	19.276398421705398	72.86043857773959	87.26232607669328	36.66350065745892	77.62411191986969	74.4681094528012	61.46538313490273	60.01093028964837	57.11361353415019	67.72694832424325	71.61784006045517	18.765960676114	17.236521238121327	17.00863327333759	56.999222092595005	19.47217846713073	17.688708987725352	18.307742947416003
Zone_2B_2_22	80.00218212405557	79.90668436313156	80.58092602140162	82.62221961213726	0.0	94.14603696435145	80.72533649472825	80.55501016925417	80.37450469852526	112.03340347638992	124.74427610160096	87.4440571053554	117.18471628716449	113.35350198049181	102.73984413708864	102.09418378193327	100.88201911145595	107.87954705573935	111.20268658884366	80.56535079054524	80.44644513719956	80.66547274080662	101.34769247188667	80.97149601809822	80.38353787021177	80.30655755625006
Zone_2B_3_22	45.66181085500365	45.7886816250299	44.97892997472677	49.701995146958495	94.14603696435145	0.0	45.22592431864637	45.06797326096452	45.24893618261504	85.25783604986628	99.29227205925102	55.14899630555536	66.85956344846046	87.63154709492004	74.93139072387174	74.91845526917936	72.95561571242109	80.82376353539603	84.99064128222247	46.024619375528864	45.5450455327948	46.25522742229012	73.28546411325961	46.91769743294544	45.916008812933725	45.695619562628586
Zone_3_1_22	6.30983262497348	9.699173494938709	4.3441566687435635	19.2625236037915	80.72533649472825	45.22592431864637	0.0	5.9537563294232125	3.2283038233849903	69.522865256554	84.7652204086234	30.649992637640896	75.93179698136336	72.02181239972734	57.72969655892974	57.59789001870192	54.80374819706393	64.3064225996569	69.0787450877769	10.69123326505421	6.408664060500361	9.524929780173387	55.3006900496143	13.709909463321559	10.170391515685523	8.521792737685475
Zone_3_2_22	8.633653583310242	7.643823345317231	4.076006549373102	20.44309657193843	80.55501016925417	45.06797326096452	5.9537563294232125	0.0	5.275116536775407	69.16656275138558	84.45963195777091	30.09309075163357	75.7844494361263	71.88161543146663	57.34954140324661	57.213499042196645	54.59184291133757	64.25692010151465	69.01354452953893	8.866508466316166	7.488363510200164	10.88326011498747	55.36055619303308	13.07231042446745	9.207394319274917	8.231265861754629
Zone_3_3_22	5.06717972168711	7.973026726437165	4.856297549012265	19.276398421705398	80.37450469852526	45.24893618261504	3.2283038233849903	5.275116536775407	0.0	69.46330330727967	84.74288449304625	30.597904361610873	75.9377453284116	72.00471201269275	57.660268157195034	57.528145140315566	54.80308472143617	64.4043678643743	69.12503958711746	10.328155258690211	6.603085424043205	9.68058296424063	55.435796136359436	13.685314003326626	10.104409965748017	8.998622085384028
Musq_01_22	69.86659111536895	69.71189263133925	69.32631594083752	72.86043857773959	112.03340347638992	85.25783604986628	69.522865256554	69.16656275138558	69.46330330727967	0.0	106.59099907383737	65.21633602530972	90.85027511340378	66.15968379239189	58.836620021254	58.024252029072485	70.94321997682275	60.960231484426814	73.56239219244767	69.88243617777974	69.58422092210674	70.2087692641461	92.79520685560534	70.64228546110748	69.88368358437297	69.75641896957637
