	Zone_2B_2_23	Zone_2B_3_23	Zone_2B_1_23	Zone_3_1_23	Zone_3_4_23	Zone_3_3_23	Zone_3_2_23	Zone_2A_12_23	Zone_2A_10_23	Zone_2A_1_23	Musq_25_23	Musq_27_23	Musq_29_23	Musq_31_23	Musq_19_23	Musq_01_23	Musq_03_23	Musq_05_23	Musq_07_23	Musq_09_23	Musq_11_23	Musq_13_23	Musq_15_23	Musq_17_23	Musq_21_23	Musq_23_23
Zone_2B_2_23	0.0	0.23145	0.2387	0.25305	0.21155	0.2079	0.2821	0.299	0.25545	0.25955	0.3351	0.3371	0.2778	0.25155	0.4025	0.8927	0.82225	0.75035	0.6882	0.66245	0.5791	0.5517	0.5289	0.5032	0.45465	0.40445
Zone_2B_3_23	0.23145	0.0	0.19955	0.2316	0.24875	0.22785	0.21875	0.265	0.21035	0.236	0.2807	0.24535	0.21465	0.19145	0.34925	0.891	0.7943	0.7197	0.6477	0.6211	0.51355	0.4921	0.46565	0.4426	0.3977	0.35015
Zone_2B_1_23	0.2387	0.19955	0.0	0.2534	0.23755	0.23895	0.2026	0.25725	0.20535	0.22945	0.2985	0.25325	0.20445	0.20005	0.3682	0.88765	0.7748	0.69985	0.63115	0.60655	0.5247	0.4958	0.47845	0.4574	0.41355	0.36725
Zone_3_1_23	0.25305	0.2316	0.2534	0.0	0.2984	0.2262	0.2989	0.36255	0.19255	0.1867	0.21565	0.293	0.2605	0.23655	0.2662	0.88745	0.78485	0.69815	0.62685	0.59975	0.47525	0.46505	0.42795	0.3898	0.3286	0.27175
Zone_3_4_23	0.21155	0.24875	0.23755	0.2984	0.0	0.21275	0.26015	0.2623	0.2893	0.29385	0.3905	0.3412	0.25745	0.2578	0.4599	0.8991	0.84715	0.78275	0.71915	0.69735	0.6259	0.60055	0.58075	0.56035	0.51135	0.4628
Zone_3_3_23	0.2079	0.22785	0.23895	0.2262	0.21275	0.0	0.2693	0.30005	0.24205	0.2422	0.29945	0.32935	0.2545	0.24485	0.37645	0.8923	0.8321	0.7645	0.7017	0.6752	0.58495	0.5605	0.53295	0.50615	0.43995	0.38185
Zone_3_2_23	0.2821	0.21875	0.2026	0.2989	0.26015	0.2693	0.0	0.24615	0.23585	0.2555	0.34125	0.2061	0.16835	0.1815	0.3824	0.8854	0.77995	0.6744	0.6032	0.57475	0.48815	0.46535	0.4464	0.4459	0.3999	0.3688
Zone_2A_12_23	0.299	0.265	0.25725	0.36255	0.2623	0.30005	0.24615	0.0	0.32545	0.3368	0.42765	0.30895	0.26515	0.27435	0.4957	0.896	0.81275	0.74955	0.69615	0.68815	0.6266	0.6039	0.58435	0.57435	0.53565	0.49215
Zone_2A_10_23	0.25545	0.21035	0.20535	0.19255	0.2893	0.24205	0.23585	0.32545	0.0	0.18915	0.22605	0.23155	0.20535	0.1773	0.2845	0.8862	0.7671	0.67585	0.60035	0.57055	0.4505	0.4342	0.4004	0.3777	0.3245	0.28395
Zone_2A_1_23	0.25955	0.236	0.22945	0.1867	0.29385	0.2422	0.2555	0.3368	0.18915	0.0	0.2435	0.28145	0.2242	0.2121	0.2687	0.8896	0.7717	0.6703	0.598	0.571	0.47475	0.4517	0.4265	0.39805	0.3381	0.2775
Musq_25_23	0.3351	0.2807	0.2985	0.21565	0.3905	0.29945	0.34125	0.42765	0.22605	0.2435	0.0	0.2969	0.29995	0.27535	0.2005	0.88615	0.77065	0.6823	0.61365	0.58355	0.44555	0.43985	0.39275	0.3257	0.2661	0.20585
Musq_27_23	0.3371	0.24535	0.25325	0.293	0.3412	0.32935	0.2061	0.30895	0.23155	0.28145	0.2969	0.0	0.21635	0.2047	0.33015	0.8884	0.7674	0.64995	0.57425	0.54655	0.4225	0.41425	0.3794	0.3741	0.3347	0.31005
Musq_29_23	0.2778	0.21465	0.20445	0.2605	0.25745	0.2545	0.16835	0.26515	0.20535	0.2242	0.29995	0.21635	0.0	0.1656	0.3549	0.89025	0.78685	0.70035	0.6259	0.59815	0.4961	0.47135	0.44585	0.43815	0.3898	0.3501
Musq_31_23	0.25155	0.19145	0.20005	0.23655	0.2578	0.24485	0.1815	0.27435	0.1773	0.2121	0.27535	0.2047	0.1656	0.0	0.33125	0.8886	0.76995	0.6755	0.6038	0.57615	0.46925	0.4471	0.42285	0.4117	0.36675	0.32815
Musq_19_23	0.4025	0.34925	0.3682	0.2662	0.4599	0.37645	0.3824	0.4957	0.2845	0.2687	0.2005	0.33015	0.3549	0.33125	0.0	0.8855	0.7661	0.6298	0.5592	0.5136	0.3669	0.3665	0.3171	0.25785	0.2069	0.16595
Musq_01_23	0.8927	0.891	0.88765	0.88745	0.8991	0.8923	0.8854	0.896	0.8862	0.8896	0.88615	0.8884	0.89025	0.8886	0.8855	0.0	0.2849	0.48575	0.5639	0.6888	0.7999	0.81515	0.84055	0.84405	0.86835	0.8784
Musq_03_23	0.82225	0.7943	0.7748	0.78485	0.84715	0.8321	0.77995	0.81275	0.7671	0.7717	0.77065	0.7674	0.78685	0.76995	0.7661	0.2849	0.0	0.3065	0.4173	0.5273	0.67145	0.6867	0.7135	0.71685	0.7449	0.7558
Musq_05_23	0.75035	0.7197	0.69985	0.69815	0.78275	0.7645	0.6744	0.74955	0.67585	0.6703	0.6823	0.64995	0.70035	0.6755	0.6298	0.48575	0.3065	0.0	0.2073	0.2991	0.4511	0.46415	0.48785	0.4956	0.54965	0.5885
Musq_07_23	0.6882	0.6477	0.63115	0.62685	0.71915	0.7017	0.6032	0.69615	0.60035	0.598	0.61365	0.57425	0.6259	0.6038	0.5592	0.5639	0.4173	0.2073	0.0	0.2113	0.3134	0.3207	0.35155	0.39455	0.46285	0.51395
Musq_09_23	0.66245	0.6211	0.60655	0.59975	0.69735	0.6752	0.57475	0.68815	0.57055	0.571	0.58355	0.54655	0.59815	0.57615	0.5136	0.6888	0.5273	0.2991	0.2113	0.0	0.2501	0.2677	0.2986	0.347	0.4181	0.47925
Musq_11_23	0.5791	0.51355	0.5247	0.47525	0.6259	0.58495	0.48815	0.6266	0.4505	0.47475	0.44555	0.4225	0.4961	0.46925	0.3669	0.7999	0.67145	0.4511	0.3134	0.2501	0.0	0.1432	0.14465	0.20615	0.2749	0.33975
Musq_13_23	0.5517	0.4921	0.4958	0.46505	0.60055	0.5605	0.46535	0.6039	0.4342	0.4517	0.43985	0.41425	0.47135	0.4471	0.3665	0.81515	0.6867	0.46415	0.3207	0.2677	0.1432	0.0	0.13355	0.20435	0.2789	0.33695
Musq_15_23	0.5289	0.46565	0.47845	0.42795	0.58075	0.53295	0.4464	0.58435	0.4004	0.4265	0.39275	0.3794	0.44585	0.42285	0.3171	0.84055	0.7135	0.48785	0.35155	0.2986	0.14465	0.13355	0.0	0.1727	0.2348	0.29085
Musq_17_23	0.5032	0.4426	0.4574	0.3898	0.56035	0.50615	0.4459	0.57435	0.3777	0.39805	0.3257	0.3741	0.43815	0.4117	0.25785	0.84405	0.71685	0.4956	0.39455	0.347	0.20615	0.20435	0.1727	0.0	0.1798	0.2274
Musq_21_23	0.45465	0.3977	0.41355	0.3286	0.51135	0.43995	0.3999	0.53565	0.3245	0.3381	0.2661	0.3347	0.3898	0.36675	0.2069	0.86835	0.7449	0.54965	0.46285	0.4181	0.2749	0.2789	0.2348	0.1798	0.0	0.1757
Musq_23_23	0.40445	0.35015	0.36725	0.27175	0.4628	0.38185	0.3688	0.49215	0.28395	0.2775	0.20585	0.31005	0.3501	0.32815	0.16595	0.8784	0.7558	0.5885	0.51395	0.47925	0.33975	0.33695	0.29085	0.2274	0.1757	0.0
