#SampleID	faith_pd
Zone_2B_2_23	2.972721406129958
Zone_2B_3_23	2.906479067251469
Zone_2B_1_23	2.572254834656716
Zone_3_1_23	2.418474477010888
Zone_3_4_23	2.266926094630222
Zone_3_3_23	2.945958784096672
Zone_3_2_23	2.385880252008317
Zone_2A_12_23	2.445532863174372
Zone_2A_10_23	2.354715209983855
Zone_2A_1_23	2.11828390055987
Musq_25_23	2.535949069697061
Musq_27_23	1.876057096231221
Musq_29_23	2.439246573123919
Musq_31_23	2.571349038489895
Musq_19_23	3.338783533101777
Musq_01_23	3.854395396874085
Musq_03_23	3.644173633289386
Musq_05_23	4.085815775386095
Musq_07_23	3.7680639918535
Musq_09_23	3.014863147874651
Musq_11_23	3.094374538620707
Musq_13_23	3.20658783295409
Musq_15_23	3.175423724454977
Musq_17_23	3.101717612331263
Musq_21_23	2.881386836468514
Musq_23_23	3.443118898184977
