	Zone_2B_1_22	Zone_2B_2_22	Zone_2B_3_22	Musq_01_22	Musq_02_22	Musq_04_22	Musq_06_22	Musq_07_22	Musq_08_22	Musq_11_22	Musq_15_22	Musq_16_22	Musq_19_22	Musq_26_22	Musq_28_22	Zone_2B_2_23	Zone_2B_3_23	Zone_2B_1_23	Zone_3_1_23	Zone_3_4_23	Zone_3_3_23	Zone_3_2_23	Zone_2A_12_23	Zone_2A_10_23	Zone_2A_1_23	Musq_25_23	Musq_27_23	Musq_29_23	Musq_31_23	Musq_19_23	Musq_01_23	Musq_03_23	Musq_05_23	Musq_07_23	Musq_09_23	Musq_11_23	Musq_13_23	Musq_15_23	Musq_17_23	Musq_21_23	Musq_23_23	Musq_19_24	Musq_21_24	Musq_23_24	Musq_25_24	Musq_27_24	Musq_29_24	Musq_31_24	Zone_2B_1_24	Zone_2B_2_24	Zone_2B_3_24	Zone_3_1_24	Zone_3_3_24	Zone_3_2_24	Zone_2A_12_24	Zone_2A_10_24	Zone_2A_1_24	Musq_01_24	Musq_03_24	Musq_05_24	Musq_07_24	Musq_09_24	Musq_11_24	Musq_13_24	Musq_15_24	Musq_17_24	Musq_21_25	Musq_19_25	Musq_17_25	Musq_15_25	Musq_13_25	Musq_11_25	Musq_09_25	Musq_07_25	Musq_05_25	Musq_03_25	Musq_01_25	Musq_23_25	Musq_25_25	Zone_3_1_25	Zone_3_3_25	Musq_31_25	Zone_3_2_25	Musq_29_25	Zone_2A_10_25	Zone_2A_1_25	Musq_27_25	Zone_2A_12_25	Zone_2B_1_25	Zone_2B_3_25	Zone_2B_2_25
Zone_3_1_25	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.988	0.9879	0.8381	0.9511	0.993	0.9957	0.9871	0.993	0.9925	0.9923	0.8844	0.9938	0.9939	0.9953	0.924	0.9864	0.985	0.9845	0.9849	0.9836	0.9821	0.9846	0.9842	0.984	0.9845	0.9185	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9853	0.9676	0.9794	0.9581	0.9827	0.9802	0.9827	0.982	0.9837	0.9864	0.982	0.7066	0.3471	0.0	0.2531	0.6134	0.5581	0.7382	0.0127	0.3807	0.3625	0.5144	0.4353	0.2061	0.5501
Zone_3_3_25	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9148	0.915	0.7592	0.8718	0.9151	0.9163	0.9138	0.9146	0.9133	0.9146	0.8143	0.9155	0.9147	0.9165	0.8561	0.9955	0.9941	0.9908	0.987	0.9813	0.9141	0.915	0.9145	0.9152	0.9148	0.8487	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9329	0.9774	0.9118	0.9158	0.9367	0.9112	0.9186	0.9658	0.9405	0.9959	0.992	0.6308	0.2729	0.2531	0.0	0.5405	0.4836	0.664	0.2541	0.3112	0.3684	0.4407	0.3585	0.1742	0.4737
Musq_31_25	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.7275	0.7273	0.5733	0.6864	0.7283	0.7303	0.7255	0.7286	0.728	0.7282	0.5786	0.7293	0.7285	0.7312	0.5521	0.95	0.9604	0.7386	0.758	0.7292	0.5239	0.6006	0.6421	0.6202	0.7652	0.6209	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.6759	0.9015	0.4923	0.6586	0.8033	0.6843	0.7331	0.7085	0.6995	0.7391	0.7811	0.4014	0.47	0.6134	0.5405	0.0	0.3511	0.4743	0.6199	0.3314	0.6092	0.5055	0.3355	0.4527	0.2804
Zone_3_2_25	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.4339	0.4544	0.3041	0.4171	0.4507	0.4377	0.44	0.6472	0.4585	0.4586	0.3553	0.4597	0.453	0.4616	0.584	0.9875	0.9659	0.9796	0.9809	0.9531	0.7607	0.7996	0.5623	0.8035	0.8686	0.6768	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9066	0.9494	0.7729	0.907	0.9321	0.8223	0.9129	0.9579	0.9361	0.9913	0.9634	0.4988	0.3894	0.5581	0.4836	0.3511	0.0	0.1817	0.5625	0.4323	0.5518	0.4808	0.3364	0.3952	0.3017
Musq_29_25	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.4175	0.4435	0.293	0.406	0.4394	0.4019	0.429	0.6472	0.4474	0.4473	0.345	0.4487	0.4419	0.4503	0.5834	0.9883	0.9543	0.9804	0.9817	0.9483	0.7529	0.8002	0.5605	0.8041	0.8692	0.6777	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9071	0.8591	0.7342	0.9075	0.9324	0.8223	0.9133	0.9581	0.9366	0.9921	0.9442	0.5308	0.5524	0.7382	0.664	0.4743	0.1817	0.0	0.7433	0.6137	0.7321	0.6592	0.5159	0.5758	0.48
Zone_2A_10_25	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9943	0.9943	0.8388	0.9517	0.9943	0.9955	0.9931	0.9942	0.9929	0.9938	0.8936	0.9948	0.9937	0.9964	0.9352	0.9944	0.9937	0.9936	0.9939	0.9927	0.9937	0.9944	0.9937	0.9941	0.9937	0.9273	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9903	0.9766	0.9907	0.9676	0.9928	0.9903	0.9923	0.992	0.9937	0.9952	0.9907	0.7104	0.351	0.0127	0.2541	0.6199	0.5625	0.7433	0.0	0.3907	0.3716	0.52	0.4381	0.2085	0.5533
Zone_2A_1_25	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.833	0.8542	0.7121	0.825	0.8668	0.8696	0.861	0.8669	0.8664	0.8654	0.6169	0.868	0.8678	0.8684	0.6273	0.8503	0.9285	0.7384	0.7271	0.7215	0.6066	0.607	0.6796	0.6071	0.6641	0.6213	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.7686	0.8009	0.6011	0.653	0.7024	0.6213	0.6539	0.7019	0.6763	0.7328	0.7286	0.5818	0.2607	0.3807	0.3112	0.3314	0.4323	0.6137	0.3907	0.0	0.3783	0.4361	0.3135	0.2623	0.4255
Musq_27_25	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9835	0.9832	0.8338	0.9468	0.9869	0.9894	0.9817	0.9888	0.9882	0.9881	0.8817	0.9894	0.9876	0.8954	0.9201	0.986	0.9847	0.9813	0.9805	0.9791	0.9784	0.9821	0.9798	0.9817	0.98	0.9137	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9791	0.9673	0.9756	0.9537	0.98	0.9772	0.9797	0.9774	0.9812	0.988	0.9819	0.7031	0.2024	0.3625	0.3684	0.6092	0.5518	0.7321	0.3716	0.3783	0.0	0.3021	0.3887	0.3657	0.4821
Zone_2A_12_25	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9126	0.9125	0.7578	0.8708	0.9126	0.9154	0.9107	0.9127	0.9122	0.8209	0.8111	0.9135	0.9136	0.7281	0.7913	0.9934	0.992	0.9886	0.9848	0.9792	0.8025	0.8202	0.8351	0.8031	0.8201	0.8452	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.8394	0.9456	0.8029	0.9127	0.8425	0.8486	0.8994	0.8716	0.8467	0.9934	0.989	0.5054	0.2775	0.5144	0.4407	0.5055	0.4808	0.6592	0.52	0.4361	0.3021	0.0	0.2601	0.4379	0.3106
Zone_2B_1_25	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.7681	0.7683	0.6126	0.7254	0.7679	0.7695	0.7668	0.7678	0.7668	0.7678	0.6677	0.7687	0.7677	0.7269	0.6716	0.9949	0.9935	0.9902	0.9863	0.9807	0.7427	0.8037	0.7673	0.7912	0.8758	0.7038	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9318	0.9761	0.7487	0.9146	0.9363	0.8262	0.9172	0.9649	0.9398	0.9957	0.9909	0.4415	0.248	0.4353	0.3585	0.3355	0.3364	0.5159	0.4381	0.3135	0.3887	0.2601	0.0	0.2719	0.2254
Zone_2B_3_25	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.8099	0.8254	0.6322	0.7852	0.8275	0.8298	0.826	0.8272	0.8266	0.8268	0.7134	0.8282	0.828	0.8295	0.7672	0.994	0.9926	0.9892	0.9854	0.9798	0.8273	0.827	0.826	0.8277	0.8747	0.7605	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9309	0.9759	0.8262	0.9144	0.935	0.8267	0.9162	0.9642	0.9386	0.9942	0.99	0.5459	0.2045	0.2061	0.1742	0.4527	0.3952	0.5758	0.2085	0.2623	0.3657	0.4379	0.2719	0.0	0.3753
Zone_2B_2_25	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.7213	0.73	0.5646	0.6888	0.732	0.7334	0.7313	0.7318	0.7303	0.6664	0.5734	0.7323	0.7319	0.6033	0.6052	0.9961	0.9949	0.9915	0.9876	0.9821	0.6789	0.7391	0.6666	0.7432	0.8118	0.7034	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.8678	0.948	0.6845	0.916	0.8715	0.7684	0.9013	0.9008	0.8753	0.9963	0.9919	0.3575	0.3416	0.5501	0.4737	0.2804	0.3017	0.48	0.5533	0.4255	0.4821	0.3106	0.2254	0.3753	0.0
