	Zone_2B_1_22	Zone_2B_2_22	Zone_2B_3_22	Musq_01_22	Musq_02_22	Musq_04_22	Musq_06_22	Musq_07_22	Musq_08_22	Musq_11_22	Musq_15_22	Musq_16_22	Musq_19_22	Musq_26_22	Musq_28_22	Zone_2B_2_23	Zone_2B_3_23	Zone_2B_1_23	Zone_3_1_23	Zone_3_4_23	Zone_3_3_23	Zone_3_2_23	Zone_2A_12_23	Zone_2A_10_23	Zone_2A_1_23	Musq_25_23	Musq_27_23	Musq_29_23	Musq_31_23	Musq_19_23	Musq_01_23	Musq_03_23	Musq_05_23	Musq_07_23	Musq_09_23	Musq_11_23	Musq_13_23	Musq_15_23	Musq_17_23	Musq_21_23	Musq_23_23	Musq_19_24	Musq_21_24	Musq_23_24	Musq_25_24	Musq_27_24	Musq_29_24	Musq_31_24	Zone_2B_1_24	Zone_2B_2_24	Zone_2B_3_24	Zone_3_1_24	Zone_3_3_24	Zone_3_2_24	Zone_2A_12_24	Zone_2A_10_24	Zone_2A_1_24	Musq_01_24	Musq_03_24	Musq_05_24	Musq_07_24	Musq_09_24	Musq_11_24	Musq_13_24	Musq_15_24	Musq_17_24	Musq_21_25	Musq_19_25	Musq_17_25	Musq_15_25	Musq_13_25	Musq_11_25	Musq_09_25	Musq_07_25	Musq_05_25	Musq_03_25	Musq_01_25	Musq_23_25	Musq_25_25	Zone_3_1_25	Zone_3_3_25	Musq_31_25	Zone_3_2_25	Musq_29_25	Zone_2A_10_25	Zone_2A_1_25	Musq_27_25	Zone_2A_12_25	Zone_2B_1_25	Zone_2B_3_25	Zone_2B_2_25
Musq_31_24	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.6049382716049383	0.5775862068965517	0.4782608695652174	0.49	0.5333333333333333	0.43956043956043955	0.0	0.5299145299145299	0.48148148148148145	0.5306122448979592	0.4444444444444444	0.5252525252525253	0.4915254237288136	0.5132743362831859	0.4880952380952381	0.48314606741573035	0.7796610169491526	0.7739130434782608	0.6666666666666666	0.67	0.6693548387096774	0.6	0.6608695652173913	0.616822429906542	0.5473684210526316	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Zone_2B_1_24	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.6818181818181818	0.5075757575757576	0.5172413793103449	0.5241935483870968	0.47058823529411764	0.5128205128205128	0.5299145299145299	0.0	0.4065040650406504	0.49572649572649574	0.5	0.5289256198347108	0.45588235294117646	0.5074626865671642	0.5929203539823009	0.4537037037037037	0.7862068965517242	0.7730496453900709	0.7027027027027027	0.6693548387096774	0.6223776223776224	0.5785123966942148	0.6423357664233577	0.5483870967741935	0.5470085470085471	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Zone_2B_2_24	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.6435643564356436	0.45081967213114754	0.4230769230769231	0.4782608695652174	0.4251968503937008	0.4339622641509434	0.48148148148148145	0.4065040650406504	0.0	0.4727272727272727	0.43859649122807015	0.48214285714285715	0.421875	0.45161290322580644	0.5619047619047619	0.4563106796116505	0.7913669064748201	0.7593984962406015	0.6762589928057554	0.6228070175438597	0.5789473684210527	0.5739130434782609	0.6201550387596899	0.5172413793103449	0.5272727272727272	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Zone_2B_3_24	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.6395348837209303	0.5431034482758621	0.5154639175257731	0.5648148148148148	0.5365853658536586	0.5252525252525253	0.5306122448979592	0.49572649572649574	0.4727272727272727	0.0	0.45098039215686275	0.5148514851485149	0.5081967213114754	0.5423728813559322	0.6210526315789474	0.5053763440860215	0.7967479674796748	0.7815126050420168	0.688	0.6435643564356436	0.648	0.5742574257425742	0.6495726495726496	0.5098039215686274	0.5360824742268041	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Zone_3_1_24	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.6344086021505376	0.5564516129032258	0.4752475247524752	0.48623853211009177	0.46774193548387094	0.47058823529411764	0.4444444444444444	0.5	0.43859649122807015	0.45098039215686275	0.0	0.5046728971962616	0.47619047619047616	0.5203252032520326	0.53125	0.47959183673469385	0.7938931297709924	0.7698412698412699	0.6818181818181818	0.6636363636363637	0.6230769230769231	0.5871559633027523	0.6341463414634146	0.5663716814159292	0.5660377358490566	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Zone_3_3_24	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.6162790697674418	0.575	0.5102040816326531	0.5596330275229358	0.5555555555555556	0.4742268041237113	0.5252525252525253	0.5289256198347108	0.48214285714285715	0.5148514851485149	0.5046728971962616	0.0	0.5511811023622047	0.5737704918032787	0.6	0.53125	0.8	0.775	0.672	0.5959595959595959	0.632	0.5825242718446602	0.6206896551724138	0.5871559633027523	0.56	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Zone_3_2_24	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.7094017094017094	0.5073529411764706	0.47863247863247865	0.5	0.4264705882352941	0.48739495798319327	0.4915254237288136	0.45588235294117646	0.421875	0.5081967213114754	0.47619047619047616	0.5511811023622047	0.0	0.5072463768115942	0.6016949152542372	0.4824561403508772	0.7866666666666666	0.7655172413793103	0.68	0.6640625	0.5902777777777778	0.5984251968503937	0.6187050359712231	0.546875	0.5806451612903226	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Zone_2A_12_24	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.7181818181818181	0.43089430894308944	0.4727272727272727	0.4957983193277311	0.5217391304347826	0.5470085470085471	0.5132743362831859	0.5074626865671642	0.45161290322580644	0.5423728813559322	0.5203252032520326	0.5737704918032787	0.5072463768115942	0.0	0.6160714285714286	0.5045871559633027	0.821917808219178	0.7841726618705036	0.7210884353741497	0.680327868852459	0.6014492753623188	0.6229508196721312	0.6715328467153284	0.5573770491803278	0.5689655172413793	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Zone_2A_10_24	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.5294117647058824	0.5242718446601942	0.5058823529411764	0.5319148936170213	0.5826086956521739	0.4823529411764706	0.4880952380952381	0.5929203539823009	0.5619047619047619	0.6210526315789474	0.53125	0.6	0.6016949152542372	0.6160714285714286	0.0	0.4155844155844156	0.7523809523809524	0.7070707070707071	0.6132075471698113	0.6046511627906976	0.6181818181818182	0.5402298850574713	0.6039603960396039	0.5638297872340425	0.5294117647058824	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Zone_2A_1_24	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.5789473684210527	0.49056603773584906	0.43023255813953487	0.44680851063829785	0.5384615384615384	0.4606741573033708	0.48314606741573035	0.4537037037037037	0.4563106796116505	0.5053763440860215	0.47959183673469385	0.53125	0.4824561403508772	0.5045871559633027	0.4155844155844156	0.0	0.7477477477477478	0.7047619047619048	0.6160714285714286	0.5617977528089888	0.5454545454545454	0.48314606741573035	0.6074766355140186	0.49473684210526314	0.43529411764705883	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Musq_01_24	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.7684210526315789	0.7664233576642335	0.7368421052631579	0.7890625	0.8	0.8130081300813008	0.7796610169491526	0.7862068965517242	0.7913669064748201	0.7967479674796748	0.7938931297709924	0.8	0.7866666666666666	0.821917808219178	0.7523809523809524	0.7477477477477478	0.0	0.4895833333333333	0.5614035087719298	0.6020408163265306	0.648	0.6666666666666666	0.746031746031746	0.711864406779661	0.7207207207207207	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Musq_03_24	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.7333333333333333	0.7131782945736435	0.6944444444444444	0.743801652892562	0.7793103448275862	0.788135593220339	0.7739130434782608	0.7730496453900709	0.7593984962406015	0.7815126050420168	0.7698412698412699	0.775	0.7655172413793103	0.7841726618705036	0.7070707070707071	0.7047619047619048	0.4895833333333333	0.0	0.4811320754716981	0.5591397849462365	0.5932203389830508	0.6176470588235294	0.6752136752136753	0.6696428571428571	0.6761904761904762	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Musq_05_24	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.696078431372549	0.6296296296296297	0.6440677966101694	0.6640625	0.6933333333333334	0.6829268292682927	0.6666666666666666	0.7027027027027027	0.6762589928057554	0.688	0.6818181818181818	0.672	0.68	0.7210884353741497	0.6132075471698113	0.6160714285714286	0.5614035087719298	0.4811320754716981	0.0	0.47	0.48360655737704916	0.5321100917431193	0.5967741935483871	0.5882352941176471	0.6017699115044248	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Musq_07_24	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.6052631578947368	0.6260869565217392	0.5851063829787234	0.6542056074766355	0.689922480620155	0.6633663366336634	0.67	0.6693548387096774	0.6228070175438597	0.6435643564356436	0.6636363636363637	0.5959595959595959	0.6640625	0.680327868852459	0.6046511627906976	0.5617977528089888	0.6020408163265306	0.5591397849462365	0.47	0.0	0.5370370370370371	0.45348837209302323	0.5588235294117647	0.5463917525773195	0.4942528735632184	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Musq_09_24	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.6981132075471698	0.5384615384615384	0.5897435897435898	0.5691056910569106	0.5642857142857143	0.6422764227642277	0.6693548387096774	0.6223776223776224	0.5789473684210527	0.648	0.6230769230769231	0.632	0.5902777777777778	0.6014492753623188	0.6181818181818182	0.5454545454545454	0.648	0.5932203389830508	0.48360655737704916	0.5370370370370371	0.0	0.5135135135135135	0.5327868852459017	0.4824561403508772	0.5315315315315315	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Musq_11_24	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.569620253164557	0.5526315789473685	0.5567010309278351	0.5196078431372549	0.592	0.6213592233009708	0.6	0.5785123966942148	0.5739130434782609	0.5742574257425742	0.5871559633027523	0.5825242718446602	0.5984251968503937	0.6229508196721312	0.5402298850574713	0.48314606741573035	0.6666666666666666	0.6176470588235294	0.5321100917431193	0.45348837209302323	0.5135135135135135	0.0	0.5192307692307693	0.4583333333333333	0.4835164835164835	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Musq_13_24	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.6631578947368421	0.6124031007751938	0.6371681415929203	0.5775862068965517	0.6029411764705882	0.6666666666666666	0.6608695652173913	0.6423357664233577	0.6201550387596899	0.6495726495726496	0.6341463414634146	0.6206896551724138	0.6187050359712231	0.6715328467153284	0.6039603960396039	0.6074766355140186	0.746031746031746	0.6752136752136753	0.5967741935483871	0.5588235294117647	0.5327868852459017	0.5192307692307693	0.0	0.5137614678899083	0.5384615384615384	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Musq_15_24	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.625	0.4824561403508772	0.52	0.5412844036697247	0.5396825396825397	0.5714285714285714	0.616822429906542	0.5483870967741935	0.5172413793103449	0.5098039215686274	0.5663716814159292	0.5871559633027523	0.546875	0.5573770491803278	0.5638297872340425	0.49473684210526314	0.711864406779661	0.6696428571428571	0.5882352941176471	0.5463917525773195	0.4824561403508772	0.4583333333333333	0.5137614678899083	0.0	0.4791666666666667	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Musq_17_24	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.5769230769230769	0.4766355140186916	0.5161290322580645	0.4639175257731959	0.55	0.5416666666666666	0.5473684210526316	0.5470085470085471	0.5272727272727272	0.5360824742268041	0.5660377358490566	0.56	0.5806451612903226	0.5689655172413793	0.5294117647058824	0.43529411764705883	0.7207207207207207	0.6761904761904762	0.6017699115044248	0.4942528735632184	0.5315315315315315	0.4835164835164835	0.5384615384615384	0.4791666666666667	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Musq_21_25	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.5	0.5333333333333333	0.625	0.5625	0.45454545454545453	0.625	0.46153846153846156	0.6470588235294118	0.6	0.5333333333333333	0.7272727272727273	0.6	0.46153846153846156	0.7058823529411765	0.68	0.8333333333333334	0.7391304347826086	0.6956521739130435	0.7142857142857143	0.7222222222222222	0.631578947368421	0.7142857142857143	0.6818181818181818	0.6666666666666666	0.6818181818181818	0.6666666666666666	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.5625	0.35714285714285715	0.5	0.42857142857142855	0.4375	0.4375	0.3076923076923077	0.4666666666666667	0.3333333333333333	0.42857142857142855	0.625	0.42857142857142855	0.5	0.46153846153846156	0.3076923076923077	0.2727272727272727	0.4666666666666667	0.4166666666666667	0.18181818181818182	0.5625	0.42857142857142855	0.42857142857142855	0.38461538461538464	0.5555555555555556
Musq_19_25	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.7142857142857143	0.75	0.8095238095238095	0.631578947368421	0.6666666666666666	0.6842105263157895	0.6470588235294118	0.7619047619047619	0.6666666666666666	0.6111111111111112	0.7083333333333334	0.8	0.5625	0.8095238095238095	0.6666666666666666	0.7741935483870968	0.7692307692307693	0.7307692307692307	0.6363636363636364	0.7	0.6190476190476191	0.6956521739130435	0.72	0.7083333333333334	0.6666666666666666	0.7083333333333334	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.5625	0.0	0.47058823529411764	0.4117647058823529	0.5294117647058824	0.4444444444444444	0.5263157894736842	0.4375	0.47058823529411764	0.4666666666666667	0.5294117647058824	0.5294117647058824	0.5294117647058824	0.5882352941176471	0.5625	0.6111111111111112	0.625	0.631578947368421	0.5333333333333333	0.6470588235294118	0.5555555555555556	0.6111111111111112	0.5294117647058824	0.6666666666666666	0.6190476190476191
Musq_17_25	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.5789473684210527	0.6111111111111112	0.6842105263157895	0.5555555555555556	0.5714285714285714	0.6111111111111112	0.5625	0.7	0.5882352941176471	0.5294117647058824	0.7083333333333334	0.6666666666666666	0.4666666666666667	0.75	0.6153846153846154	0.8125	0.72	0.7307692307692307	0.6956521739130435	0.7619047619047619	0.55	0.6956521739130435	0.6666666666666666	0.6521739130434783	0.6666666666666666	0.5909090909090909	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.35714285714285715	0.47058823529411764	0.0	0.3125	0.21428571428571427	0.13333333333333333	0.35294117647058826	0.21428571428571427	0.375	0.35714285714285715	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.5	0.4666666666666667	0.3333333333333333	0.42857142857142855	0.47058823529411764	0.42857142857142855	0.35714285714285715	0.47058823529411764	0.4375	0.5294117647058824	0.5	0.55
Musq_15_25	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.6666666666666666	0.7	0.7619047619047619	0.65	0.6875	0.7	0.6666666666666666	0.7727272727272727	0.6842105263157895	0.631578947368421	0.72	0.75	0.5882352941176471	0.7619047619047619	0.6296296296296297	0.78125	0.7777777777777778	0.6923076923076923	0.6521739130434783	0.7142857142857143	0.6363636363636364	0.7083333333333334	0.7307692307692307	0.6086956521739131	0.68	0.6666666666666666	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.5	0.4117647058823529	0.3125	0.0	0.375	0.29411764705882354	0.29411764705882354	0.26666666666666666	0.5	0.2857142857142857	0.26666666666666666	0.5555555555555556	0.47058823529411764	0.4375	0.5882352941176471	0.47058823529411764	0.5625	0.5	0.4666666666666667	0.5	0.5	0.47058823529411764	0.5555555555555556	0.6111111111111112	0.5714285714285714
Musq_13_25	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.631578947368421	0.6666666666666666	0.6666666666666666	0.6111111111111112	0.6428571428571429	0.6666666666666666	0.625	0.6842105263157895	0.5625	0.5882352941176471	0.6363636363636364	0.6470588235294118	0.5333333333333333	0.7368421052631579	0.6	0.8064516129032258	0.76	0.72	0.6818181818181818	0.75	0.5263157894736842	0.6190476190476191	0.6521739130434783	0.5714285714285714	0.6521739130434783	0.5714285714285714	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.42857142857142855	0.5294117647058824	0.21428571428571427	0.375	0.0	0.2	0.3125	0.15384615384615385	0.21428571428571427	0.3076923076923077	0.2857142857142857	0.4	0.4	0.5625	0.5333333333333333	0.4	0.5	0.5294117647058824	0.5	0.42857142857142855	0.5294117647058824	0.5	0.5882352941176471	0.5625	0.5263157894736842
Musq_11_25	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.6190476190476191	0.65	0.7142857142857143	0.6	0.625	0.65	0.6111111111111112	0.7272727272727273	0.631578947368421	0.5789473684210527	0.68	0.7	0.5294117647058824	0.7727272727272727	0.5384615384615384	0.7878787878787878	0.7407407407407407	0.7037037037037037	0.6666666666666666	0.6666666666666666	0.5238095238095238	0.6666666666666666	0.64	0.625	0.5833333333333334	0.5	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.4375	0.4444444444444444	0.13333333333333333	0.29411764705882354	0.2	0.0	0.3333333333333333	0.2	0.35294117647058826	0.3333333333333333	0.3125	0.3125	0.4117647058823529	0.5555555555555556	0.5294117647058824	0.4117647058823529	0.5	0.5263157894736842	0.5	0.4375	0.5263157894736842	0.5	0.5789473684210527	0.5555555555555556	0.5909090909090909
Musq_09_25	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.6190476190476191	0.65	0.7142857142857143	0.6	0.625	0.65	0.6111111111111112	0.7272727272727273	0.631578947368421	0.5789473684210527	0.68	0.7	0.5294117647058824	0.7727272727272727	0.5925925925925926	0.7878787878787878	0.7857142857142857	0.6538461538461539	0.6086956521739131	0.7272727272727273	0.5909090909090909	0.6666666666666666	0.6923076923076923	0.5652173913043478	0.64	0.625	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.4375	0.5263157894736842	0.35294117647058826	0.29411764705882354	0.3125	0.3333333333333333	0.0	0.2	0.35294117647058826	0.3333333333333333	0.3125	0.5789473684210527	0.4117647058823529	0.47058823529411764	0.5294117647058824	0.3125	0.5	0.4444444444444444	0.5	0.4375	0.5263157894736842	0.4117647058823529	0.5	0.5555555555555556	0.5238095238095238
