	Musq_19_24	Musq_21_24	Musq_23_24	Musq_25_24	Musq_27_24	Musq_29_24	Musq_31_24	Zone_2B_1_24	Zone_2B_2_24	Zone_2B_3_24	Zone_3_1_24	Zone_3_3_24	Zone_3_2_24	Zone_2A_12_24	Zone_2A_10_24	Zone_2A_1_24	Musq_01_24	Musq_03_24	Musq_05_24	Musq_07_24	Musq_09_24	Musq_11_24	Musq_13_24	Musq_15_24	Musq_17_24
Zone_3_1_24	34.84805024813721	34.01949360616369	29.369760625125416	30.944852794730203	29.692001384334745	25.1638117430847	26.02758047231519	29.950328814606735	27.53641760444428	28.438792057622702	0.0	28.209118385763563	28.16577899002063	30.8427955417418	31.601243938062343	31.883189484233576	47.245500817569706	41.92930888161459	40.084159976157544	38.548464188748746	38.05403984176671	34.31410868332392	36.37366435405469	34.15331128257118	32.8676001468596
Zone_3_3_24	32.32966319647017	34.61599592644039	26.609243795949116	30.49322035648463	31.727778577057848	23.944153158163513	28.46959545211272	34.093009184621	29.54849403591354	31.467151269665756	28.209118385763563	0.0	31.55641163744747	32.626548036098356	30.832167037781634	31.15340585597109	47.47864071167136	41.48400720301871	39.646707068946036	35.787509415072755	39.21531363803791	33.389474490895005	36.63437517768415	34.36294622060025	34.237549829019635
Zone_3_2_24	35.79559535754157	30.061352310939096	28.99987575485119	30.363142592962166	28.287548973446313	26.299669516138742	28.579815879793077	31.584723535278496	29.04901453249714	33.153650573029324	28.16577899002063	31.55641163744747	0.0	32.45922422809429	32.21286298486099	29.08777075459414	48.68104399377901	43.15951117005803	39.510011233023015	38.10472771319345	36.22830406216932	33.951401319985	36.08886120064465	34.337564036841776	33.56878529484085
Zone_2A_12_24	37.63730185605417	34.99322139914948	32.13246894604451	32.528574020315055	31.201207744026046	29.838298484484934	31.028212459735528	33.40513885198335	26.53791981825537	33.154384948041184	30.8427955417418	32.626548036098356	32.45922422809429	0.0	35.394345104096324	32.47624624745132	50.1140807653132	45.391824635646415	42.925372680268566	40.470369431232974	40.25539907869339	38.49784927401857	40.71265908673606	36.27700669547364	35.324813120240144
Zone_2A_10_24	25.467160776231765	29.62597864097171	25.760742631441307	29.1992347264262	32.99510972983659	25.824133197461478	27.873855826898218	36.295908300834064	33.72195400229892	35.03379202427557	31.601243938062343	30.832167037781634	32.21286298486099	35.394345104096324	0.0	22.917402961947385	41.80805864166851	34.23575925892831	33.722815063448174	31.192739142501004	34.696303493957906	28.47495175853265	32.342455584277175	30.898451117639077	29.643173626672432
Zone_2A_1_24	26.387776105135607	29.46329659123557	24.227458485956543	24.792066666126654	29.885611014342057	26.487408226202465	29.40376199586101	32.67882060309236	30.28973991804711	32.63752395670261	31.883189484233576	31.15340585597109	29.08777075459414	32.47624624745132	22.917402961947385	0.0	43.132010830207854	36.67449503670059	34.474411197004436	31.157349326954474	32.10649828257537	27.618606973902562	33.370952979854245	28.304003555537445	26.45041268799633
Musq_01_24	39.29369796852157	47.21770277043527	41.25840417676755	46.126227040626695	49.86152984719029	44.66868543060834	45.89119036865279	50.57964578071463	50.35685216836865	47.31160345794339	47.245500817569706	47.47864071167136	48.68104399377901	50.1140807653132	41.80805864166851	43.132010830207854	0.0	29.886424809728066	35.794613786650416	35.27619905060035	41.56051953080779	39.233339074469725	42.29894729802827	40.43928869771088	41.485301151956016
Musq_03_24	33.43288990272122	39.96388143773461	34.80293523352783	40.94157340700841	44.067898874822596	39.26071218473804	40.48546977982823	46.164511384629684	45.016046990719055	42.22670335094091	41.92930888161459	41.48400720301871	43.15951117005803	45.391824635646415	34.23575925892831	36.67449503670059	29.886424809728066	0.0	24.97275883095225	28.28821626601607	33.04032163729434	31.47390600989942	36.97137551680103	35.06503840316299	35.875825686858825
Musq_05_24	34.314929491972926	37.27496050480648	34.63596436321232	39.26092133599074	40.79941518922565	38.33575657729755	38.632458380057614	43.817992905752995	42.49679433240894	40.57912768867439	40.084159976157544	39.646707068946036	39.510011233023015	42.925372680268566	33.722815063448174	34.474411197004436	35.794613786650416	24.97275883095225	0.0	27.997322169901114	29.24046657063195	28.990630711287693	33.81113341444623	32.013429695925254	33.696518042839664
Musq_07_24	29.29030885387911	35.586428767752544	29.053927288466717	35.129873286754275	39.26434694361352	36.27732310633332	37.9895406226024	41.90900509242907	39.58526010238776	38.716599776078795	38.548464188748746	35.787509415072755	38.10472771319345	40.470369431232974	31.192739142501004	31.157349326954474	35.27619905060035	28.28821626601607	27.997322169901114	0.0	31.21439086693833	24.89173353514352	31.095927348986088	27.730595572236208	29.330183153331195
Musq_09_24	35.87017807058459	34.38875734085211	32.93758211880066	34.64391976999371	35.921954864754674	37.285847185154495	39.264086170985436	40.255544291499234	39.21527856163416	40.500260401298476	38.05403984176671	39.21531363803791	36.22830406216932	40.25539907869339	34.696303493957906	32.10649828257537	41.56051953080779	33.04032163729434	29.24046657063195	31.21439086693833	0.0	29.888242498934087	33.8311418020175	29.450549009343028	31.789136342205346
Musq_11_24	28.08387356960995	30.322583415873638	25.919584198876628	28.002264280564855	34.14038120315303	33.50704029701076	34.878410156633116	36.75815530475849	36.543148488420655	35.26121693428599	34.31410868332392	33.389474490895005	33.951401319985	38.49784927401857	28.47495175853265	27.618606973902562	39.233339074469725	31.47390600989942	28.990630711287693	24.89173353514352	29.888242498934087	0.0	29.903392313119358	24.7080721469905	25.948382857796403
Musq_13_24	34.28121139899589	35.76056383167715	34.94940989682945	35.0759929901121	37.6296200542866	36.29163416143359	36.71736769186602	39.366817202877165	39.63039759664281	39.04750621744137	36.37366435405469	36.63437517768415	36.08886120064465	40.71265908673606	32.342455584277175	33.370952979854245	42.29894729802827	36.97137551680103	33.81113341444623	31.095927348986088	33.8311418020175	29.903392313119358	0.0	30.493303941754302	30.76714005058007
Musq_15_24	30.875153023366057	30.660085408501065	27.825999122726643	31.924414670182294	33.47297130582637	33.8618826357035	36.4342122681311	36.350449416271886	35.224262321952324	34.99452397983452	34.15331128257118	34.36294622060025	34.337564036841776	36.27700669547364	30.898451117639077	28.304003555537445	40.43928869771088	35.06503840316299	32.013429695925254	27.730595572236208	29.450549009343028	24.7080721469905	30.493303941754302	0.0	27.71916774022573
Musq_17_24	29.174921422240224	30.24326941023706	27.27619541071687	29.66778951176159	34.47421956689303	32.20947847968825	33.72573250262459	36.35605305065593	36.375350126477784	34.31516813480351	32.8676001468596	34.237549829019635	33.56878529484085	35.324813120240144	29.643173626672432	26.45041268799633	41.485301151956016	35.875825686858825	33.696518042839664	29.330183153331195	31.789136342205346	25.948382857796403	30.76714005058007	27.71916774022573	0.0
