#SampleID	faith_pd
Musq_21_25	1.612219701104145
Musq_19_25	1.650334955987278
Musq_17_25	1.947423369677526
Musq_15_25	1.855578478194367
Musq_13_25	1.757647858668097
Musq_11_25	1.712604128403609
Musq_09_25	1.519451462519838
Musq_07_25	1.715860373883449
Musq_05_25	2.486700112129316
Musq_03_25	1.652985247709797
Musq_01_25	1.830256896316438
Musq_23_25	1.764658040182563
Musq_25_25	1.625119686173788
Zone_3_1_25	1.703697724216081
Zone_3_3_25	1.631072297293789
Musq_31_25	1.629761027051771
Zone_3_2_25	1.520578197397994
Musq_29_25	1.767192843026961
Zone_2A_10_25	1.608831523966324
Zone_2A_1_25	1.525219564275977
Musq_27_25	1.620603316044948
Zone_2A_12_25	1.61685194138609
Zone_2B_1_25	1.70962163808326
Zone_2B_3_25	2.304457302391328
Zone_2B_2_25	2.42537563720156
