	Zone_2B_1_22	Zone_2B_2_22	Zone_2B_3_22	Musq_01_22	Musq_02_22	Musq_04_22	Musq_06_22	Musq_07_22	Musq_08_22	Musq_11_22	Musq_15_22	Musq_16_22	Musq_19_22	Musq_26_22	Musq_28_22	Zone_2B_2_23	Zone_2B_3_23	Zone_2B_1_23	Zone_3_1_23	Zone_3_4_23	Zone_3_3_23	Zone_3_2_23	Zone_2A_12_23	Zone_2A_10_23	Zone_2A_1_23	Musq_25_23	Musq_27_23	Musq_29_23	Musq_31_23	Musq_19_23	Musq_01_23	Musq_03_23	Musq_05_23	Musq_07_23	Musq_09_23	Musq_11_23	Musq_13_23	Musq_15_23	Musq_17_23	Musq_21_23	Musq_23_23	Musq_19_24	Musq_21_24	Musq_23_24	Musq_25_24	Musq_27_24	Musq_29_24	Musq_31_24	Zone_2B_1_24	Zone_2B_2_24	Zone_2B_3_24	Zone_3_1_24	Zone_3_3_24	Zone_3_2_24	Zone_2A_12_24	Zone_2A_10_24	Zone_2A_1_24	Musq_01_24	Musq_03_24	Musq_05_24	Musq_07_24	Musq_09_24	Musq_11_24	Musq_13_24	Musq_15_24	Musq_17_24	Musq_21_25	Musq_19_25	Musq_17_25	Musq_15_25	Musq_13_25	Musq_11_25	Musq_09_25	Musq_07_25	Musq_05_25	Musq_03_25	Musq_01_25	Musq_23_25	Musq_25_25	Zone_3_1_25	Zone_3_3_25	Musq_31_25	Zone_3_2_25	Musq_29_25	Zone_2A_10_25	Zone_2A_1_25	Musq_27_25	Zone_2A_12_25	Zone_2B_1_25	Zone_2B_3_25	Zone_2B_2_25
Zone_2B_1_22	0	0.714733898639679	0.8125403523445129	0.6768149137496948	0.7785434722900391	0.7984374761581421	0.6833070516586304	0.6217357516288757	0.8701815009117126	0.7537263631820679	0.4579427242279053	0.6389414668083191	0.7171676158905029	0.4597715735435486	0.4256984293460846	0.694951593875885	0.7026758193969727	0.78745436668396	0.6509005427360535	0.6493442058563232	0.7032479047775269	0.6421588063240051	0.7163341641426086	0.7286745309829712	0.6569368243217468	0.7903317809104919	0.7994290590286255	0.647566020488739	0.6490506529808044	0.7172426581382751	0.7433589696884155	0.7249966859817505	0.7355294823646545	0.72623211145401	0.6772714257240295	0.6850790977478027	0.7025665044784546	0.6995944976806641	0.7531827688217163	0.6732999682426453	0.685336709022522	0.8430675268173218	0.857260525226593	0.8654994964599609	0.8716676831245422	0.8852516412734985	0.9136097431182861	0.8564649820327759	0.8882561326026917	0.8698403239250183	0.8487871885299683	0.8680787682533264	0.8719210624694824	0.8859394788742065	0.9077028036117554	0.9025965332984924	0.9160454869270325	0.8638008236885071	0.8532664775848389	0.8764416575431824	0.867226779460907	0.8525567054748535	0.8752886652946472	0.8674696683883667	0.8659737110137939	0.8639470934867859	0.6477269530296326	0.654472291469574	0.6534268260002136	0.6591911911964417	0.790986180305481	0.6604527831077576	0.7032931447029114	0.6456190347671509	0.7890360355377197	0.6449500918388367	0.6596948504447937	0.7094290852546692	0.642784595489502	0.6551458239555359	0.6400450468063354	0.6857637763023376	0.6390224695205688	0.6558704972267151	0.6445230841636658	0.639464259147644	0.7014042139053345	0.6443327069282532	0.6451112627983093	0.6994211077690125	0.7936555147171021
Zone_2B_2_22	0.714733898639679	0	0.8110700249671936	0.6322387456893921	0.7882195115089417	0.6123677492141724	0.757469117641449	0.7961324453353882	0.8778228759765625	0.7663348913192749	0.7714132070541382	0.8703576326370239	0.7327613234519958	0.7628685235977173	0.7711629867553711	0.69883793592453	0.7061412334442139	0.7873271107673645	0.6574873328208923	0.6563783884048462	0.7068570852279663	0.6493489146232605	0.7196184396743774	0.7313801050186157	0.6631277203559875	0.7900838851928711	0.7987016439437866	0.6543838381767273	0.6557244658470154	0.7192703485488892	0.7449505925178528	0.7273359894752502	0.7373843193054199	0.7285130023956299	0.682181715965271	0.688751220703125	0.706037700176239	0.7032259106636047	0.7544896006584167	0.6784517765045166	0.6897649168968201	0.8413047790527344	0.8736911416053772	0.8636260032653809	0.8696662783622742	0.8832228183746338	0.8317646980285645	0.8549792170524597	0.8862287998199463	0.86794513463974	0.8457366824150085	0.866479218006134	0.8700174689292908	0.8840109705924988	0.9217236638069153	0.8996121287345886	0.9128265976905823	0.8618406057357788	0.8513906598091125	0.8745238780975342	0.8652463555335999	0.8704293966293335	0.873274564743042	0.8655856847763062	0.8640004396438599	0.8619861006736755	0.6545338034629822	0.6599597334861755	0.6589804887771606	0.6643826365470886	0.7898886203765869	0.6655660271644592	0.7060025334358215	0.6516772508621216	0.7881600856781006	0.6519470810890198	0.6657055616378784	0.7122501730918884	0.6489846706390381	0.6605854630470276	0.6464678645133972	0.6893935203552246	0.6464265584945679	0.6612644195556641	0.6515440940856934	0.6468373537063599	0.7041867971420288	0.6504310369491577	0.6511585116386414	0.703057587146759	0.7926127910614014
Zone_2B_3_22	0.8125403523445129	0.8110700249671936	0	0.896812915802002	0.8448582291603088	0.8901727199554443	0.8472229838371277	0.8527600765228271	0.691601574420929	0.7957422137260437	0.8424513339996338	0.8652567267417908	0.773862898349762	0.7577147483825684	0.8242307305335999	0.7425986528396606	0.7527570724487305	0.7031127214431763	0.6784250736236572	0.6325951218605042	0.7255551218986511	0.6642652153968811	0.6596269607543945	0.6465224623680115	0.6879057884216309	0.7104125022888184	0.5720796585083008	0.6730851531028748	0.6805499792098999	0.7711331248283386	0.781710147857666	0.7805215716362	0.7928612232208252	0.7819931507110596	0.7181828618049622	0.7291716337203979	0.752615213394165	0.7487404346466064	0.7411762475967407	0.712461531162262	0.7295284271240234	0.8893067240715027	0.923713207244873	0.9147442579269409	0.9135725498199463	0.9243454933166504	0.9154442548751831	0.9086818099021912	0.926667332649231	0.918004035949707	0.9091081619262695	0.9166859984397888	0.9195524454116821	0.929750919342041	0.9261530041694641	0.8905384540557861	0.8917766809463501	0.9071195125579834	0.8982193470001221	0.9228850603103638	0.9099496603012085	0.9155349135398865	0.91648930311203	0.9162287712097168	0.9089181423187256	0.9072408676147461	0.6733444929122925	0.6840642690658569	0.682421863079071	0.6913870573043823	0.5841768980026245	0.6933203339576721	0.7535561919212341	0.6699322462081909	0.7071452140808105	0.6688439249992371	0.6921604871749878	0.654915452003479	0.6706264019012451	0.6851181387901306	0.6607621908187866	0.730119526386261	0.6590561866760254	0.6862481236457825	0.6681470274925232	0.6597941517829895	0.7544873356819153	0.673102080821991	0.674341082572937	0.7485129237174988	0.72441166639328
Musq_01_22	0.6768149137496948	0.6322387456893921	0.896812915802002	0	0.8832992315292358	0.4295118749141693	0.6783801317214966	0.6888568997383118	0.7674610018730164	0.811396062374115	0.6377179026603699	0.6305753588676453	0.8040574193000793	0.7497426867485046	0.7234596610069275	0.8720189929008484	0.8857063055038452	0.8761144280433655	0.8591537475585938	0.8516945242881775	0.8682747483253479	0.8567171096801758	0.855945885181427	0.8538346290588379	0.8608580231666565	0.865159273147583	0.8437748551368713	0.8582199215888977	0.8595304489135742	0.8789282441139221	0.881719172000885	0.8813987374305725	0.8848124146461487	0.8817958235740662	0.8788225650787354	0.8690472841262817	0.8743478059768677	0.8734350204467773	0.8716962933540344	0.8655698299407959	0.8809730410575867	0.9203426837921143	0.9386677742004395	0.9334890842437744	0.9328352212905884	0.9390448331832886	0.8569552898406982	0.9361703991889954	0.9404434561729431	0.9353353977203369	0.9303892254829407	0.9345840811729431	0.9362265467643738	0.9423359632492065	0.9452405571937561	0.9209319949150085	0.9215289950370789	0.9293222427368164	0.9247100353240967	0.9381763935089111	0.930844783782959	0.9341427683830261	0.9344725608825684	0.9343249201774597	0.9302864670753479	0.9293870329856873	0.8582648634910583	0.8601599931716919	0.8598648309707642	0.8614991307258606	0.8449872732162476	0.8618590235710144	0.874571681022644	0.857677161693573	0.8645111918449402	0.8574910759925842	0.8616427183151245	0.8551754355430603	0.8577961325645447	0.8603504300117493	0.8561334609985352	0.8692517876625061	0.8558518290519714	0.8605556488037109	0.8573724627494812	0.855973482131958	0.874794065952301	0.8582229018211365	0.8584378957748413	0.8733819723129272	0.8680327534675598
Musq_02_22	0.7785434722900391	0.7882195115089417	0.8448582291603088	0.8832992315292358	0	0.8753641843795776	0.8532839417457581	0.774538516998291	0.8337839245796204	0.7185893654823303	0.6785325407981873	0.8328571319580078	0.5961209535598755	0.7990090250968933	0.7749051451683044	0.6742674112319946	0.668004035949707	0.7548537850379944	0.5839709639549255	0.5962218046188354	0.6234980821609497	0.5729601979255676	0.6547280550003052	0.6673567891120911	0.5915562510490417	0.7387303113937378	0.7174177765846252	0.5797745585441589	0.5856558680534363	0.6652203798294067	0.6743913292884827	0.6760857105255127	0.6877897381782532	0.6763314604759216	0.6371241211891174	0.6620485782623291	0.6470106840133667	0.6433120369911194	0.701030969619751	0.6104381680488586	0.6465086936950684	0.8237907886505127	0.870915949344635	0.8580688834190369	0.8564211130142212	0.8718376755714417	0.9020907878875732	0.8572970628738403	0.8752403259277344	0.8626899123191833	0.8502060174942017	0.8608149886131287	0.8649042248725891	0.8798045516014099	0.9195511341094971	0.8927234411239624	0.8996193408966064	0.8333563208580017	0.8200558423995972	0.8697121143341064	0.8513698577880859	0.8597100377082825	0.8605360984802246	0.8601666688919067	0.8360923528671265	0.8476356863975525	0.6226158142089844	0.6253615617752075	0.6288678646087646	0.6351854801177979	0.7697129249572754	0.6365675926208496	0.6833560466766357	0.6203022599220276	0.770596981048584	0.6195679903030396	0.635737419128418	0.6863833069801331	0.6207713484764099	0.6307524442672729	0.6141820549964905	0.6642447113990784	0.6130585670471191	0.6315467357635498	0.6190994381904602	0.6135440468788147	0.6841409206390381	0.6224508285522461	0.6232952475547791	0.6791386008262634	0.7783613801002502
Musq_04_22	0.7984374761581421	0.6123677492141724	0.8901727199554443	0.4295118749141693	0.8753641843795776	0	0.7006258964538574	0.6844415664672852	0.86457759141922	0.8930665254592896	0.7717303037643433	0.7813801765441895	0.8878539204597473	0.8026524782180786	0.7820286154747009	0.8838444948196411	0.8976369500160217	0.8887384533882141	0.8717299103736877	0.8646678924560547	0.8803271651268005	0.8694261312484741	0.8686962723731995	0.8666968941688538	0.8733394742012024	0.8773952722549438	0.8571391105651855	0.8708473443984985	0.8720858097076416	0.8903164267539978	0.8929241299629211	0.8926248550415039	0.895809531211853	0.8929954767227173	0.8912559747695923	0.8810535669326782	0.8860284090042114	0.8851727843284607	0.8835415840148926	0.8777819275856018	0.8932520151138306	0.9286185503005981	0.9453024864196777	0.9406037330627441	0.9400094747543335	0.9456441402435303	0.8631283640861511	0.9436535835266113	0.946910560131073	0.9422803521156311	0.9377850294113159	0.9415982961654663	0.9430891275405884	0.9486228823661804	0.9517847895622253	0.9291576743125916	0.9297034740447998	0.9368137717247009	0.9326093792915344	0.9448571801185608	0.9381995797157288	0.9411975145339966	0.9414970874786377	0.9413630366325378	0.9376916289329529	0.9368728995323181	0.8708899021148682	0.8726804256439209	0.8724016547203064	0.8739446401596069	0.8582937121391296	0.8742842078208923	0.8862383365631104	0.8703342080116272	0.8767848610877991	0.870158314704895	0.8740801215171814	0.8679669499397278	0.8704467415809631	0.8728603720664978	0.8688738346099854	0.8812457323074341	0.8686073422431946	0.8730540871620178	0.870046079158783	0.8687224984169006	0.8864467144012451	0.8708502054214478	0.8710533976554871	0.885123074054718	0.8800997138023376
Musq_06_22	0.6833070516586304	0.757469117641449	0.8472229838371277	0.6783801317214966	0.8532839417457581	0.7006258964538574	0	0.5708913803100586	0.8538632392883301	0.6730971932411194	0.6294810771942139	0.71181321144104	0.7756064534187317	0.6192739009857178	0.565362811088562	0.799712598323822	0.8027800917625427	0.855857253074646	0.7833458185195923	0.7753767967224121	0.7960215210914612	0.7815345525741577	0.7975394129753113	0.8273994326591492	0.7866734862327576	0.8565859198570251	0.8553119301795959	0.7833929657936096	0.7838172316551208	0.8097817897796631	0.7943419218063354	0.813709557056427	0.8182157874107361	0.8142313957214355	0.7948243618011475	0.7970061898231506	0.8038166761398315	0.8026368618011475	0.833531379699707	0.7925906777381897	0.7971041798591614	0.8514685034751892	0.8828531503677368	0.8738299608230591	0.8726993799209595	0.8835148215293884	0.8601943850517273	0.868092954158783	0.8859755396842957	0.8770326972007751	0.8684874176979065	0.8757275938987732	0.8785842061042786	0.8893198370933533	0.9165118336677551	0.9028254747390747	0.9066712856292725	0.873006284236908	0.8655778169631958	0.8819915056228638	0.8692700266838074	0.8747082948684692	0.8755338788032532	0.8752779960632324	0.8683114647865295	0.8667694926261902	0.7842545509338379	0.7865991592407227	0.7862329483032227	0.7882627844810486	0.8641924858093262	0.7887107133865356	0.8048232197761536	0.7835299372673035	0.8571933507919312	0.7833009958267212	0.78844153881073	0.817516028881073	0.7836765646934509	0.7868353128433228	0.7816321849822998	0.7980128526687622	0.7812868356704712	0.7870897054672241	0.7831549644470215	0.7814358472824097	0.8051101565361023	0.7842027544975281	0.7844682335853577	0.8032916188240051	0.8600806593894958
Musq_07_22	0.6217357516288757	0.7961324453353882	0.8527600765228271	0.6888568997383118	0.774538516998291	0.6844415664672852	0.5708913803100586	0	0.681033194065094	0.5735428333282471	0.453528881072998	0.594098687171936	0.5594412088394165	0.6316409707069397	0.5821326971054077	0.7142499089241028	0.7211834192276001	0.8026931285858154	0.6543398499488831	0.6510060429573059	0.68464595079422	0.6672613024711609	0.7367373108863831	0.6943837404251099	0.6601177453994751	0.7892314195632935	0.7961491942405701	0.6511510610580444	0.676180899143219	0.7182161211967468	0.7267040014266968	0.7375061511993408	0.750842273235321	0.7269351482391357	0.6984362602233887	0.7054101228713989	0.7040143609046936	0.7184157371520996	0.7531641125679016	0.6758147478103638	0.6873931288719177	0.840804398059845	0.8760616779327393	0.8640003204345703	0.8624566197395325	0.8769287467002869	0.9115739464759827	0.8634436130523682	0.8801323175430298	0.8683330416679382	0.856641948223114	0.8733311891555786	0.8704112768173218	0.8844349384307861	0.9233602285385132	0.9080014824867249	0.9129050374031067	0.8540851473808289	0.8509995937347412	0.8812186717987061	0.8577301502227783	0.8723534345626831	0.866312563419342	0.8727574348449707	0.8563967347145081	0.8408964872360229	0.6721845269203186	0.6577579975128174	0.6567571759223938	0.6622772216796875	0.7896937131881714	0.6634862422943115	0.7047165632247925	0.6492897868156433	0.7879667282104492	0.648650586605072	0.6627599596977234	0.710867166519165	0.6496982574462891	0.6787562966346741	0.6653943061828613	0.7060222029685974	0.6644914150238037	0.6793988347053528	0.648242712020874	0.6648813486099243	0.7054131627082825	0.6720515489578247	0.6727325916290283	0.7182600498199463	0.7948035597801208
Musq_08_22	0.8701815009117126	0.8778228759765625	0.691601574420929	0.7674610018730164	0.8337839245796204	0.86457759141922	0.8538632392883301	0.681033194065094	0	0.54575115442276	0.7071624994277954	0.7240246534347534	0.5344469547271729	0.8744032382965088	0.8527353405952454	0.7532234191894531	0.7625903487205505	0.7170909643173218	0.694721519947052	0.6536394357681274	0.737573504447937	0.6819673180580139	0.6778014302253723	0.6660633683204651	0.7032920122146606	0.7237376570701599	0.6024254560470581	0.6899051666259766	0.6966402530670166	0.7796095013618469	0.7894493937492371	0.7883419990539551	0.7998586893081665	0.7897130846977234	0.7308288216590881	0.7408873438835144	0.762459397315979	0.7588829398155212	0.7519140243530273	0.7256060838699341	0.7412144541740417	0.8914176225662231	0.9247592687606812	0.9160327315330505	0.9148945212364197	0.9253753423690796	0.9167129397392273	0.9101483225822449	0.927638828754425	0.9192014932632446	0.9105618000030518	0.917919933795929	0.9207078814506531	0.9306476712226868	0.9271372556686401	0.8926049470901489	0.8937990069389343	0.9086336493492126	0.9000194668769836	0.9239524602890015	0.9113779067993164	0.9171620011329651	0.9177286624908447	0.9174754619598389	0.910377562046051	0.908751368522644	0.6901388168334961	0.6998156905174255	0.6983314156532288	0.7064446210861206	0.6108532547950745	0.7081978321075439	0.7633284330368042	0.6870650053024292	0.7207608222961426	0.6860846281051636	0.7071455717086792	0.6735758185386658	0.6876901388168335	0.700768768787384	0.6788205504417419	0.7417564392089844	0.6772891879081726	0.7017917633056641	0.6854577660560608	0.6779513359069824	0.7641882300376892	0.6899205446243286	0.6910372376441956	0.7586733102798462	0.7365263700485229
Musq_11_22	0.7537263631820679	0.7663348913192749	0.7957422137260437	0.811396062374115	0.7185893654823303	0.8930665254592896	0.6730971932411194	0.5735428333282471	0.54575115442276	0	0.5898858308792114	0.7268564701080322	0.4094272553920746	0.7606669068336487	0.5132327675819397	0.6266584396362305	0.6384068131446838	0.7427324056625366	0.5567017793655396	0.5108421444892883	0.6073769330978394	0.54218989610672	0.644051194190979	0.6594222784042358	0.5665968656539917	0.7470661401748657	0.7208120822906494	0.5511918067932129	0.5589068531990051	0.6601637005805969	0.6729905605316162	0.6715378761291504	0.6867632865905762	0.673336923122406	0.5991982221603394	0.6114240288734436	0.6382412910461426	0.6337379813194275	0.7022793889045715	0.5929181575775146	0.611824631690979	0.7925482988357544	0.8532417416572571	0.8371125459671021	0.8350216746330261	0.8543869853019714	0.8995346426963806	0.8263350129127502	0.8586031198501587	0.8429490327835083	0.8270897269248962	0.8405855894088745	0.8457316160202026	0.8642255663871765	0.9009609818458557	0.8741663098335266	0.880321204662323	0.8331840038299561	0.8185592293739319	0.8517429232597351	0.8285806179046631	0.8391897082328796	0.8402332067489624	0.839766800403595	0.8267530798912048	0.8237878680229187	0.5514583587646484	0.5625692009925842	0.5608553290367126	0.5702663064002991	0.7389659881591797	0.5723139047622681	0.6393392086029053	0.5479597449302673	0.7451178431510925	0.5468469858169556	0.5710844397544861	0.634091854095459	0.5486701130867004	0.5636715888977051	0.5386480689048767	0.6124886274337769	0.5369299650192261	0.5648562908172607	0.5461361408233643	0.5376725792884827	0.6404267549514771	0.5512093901634216	0.5524837374687195	0.633474588394165	0.7555726766586304
