	2B03B	M08B	M08S	M19S	M30B	M30S	M32B	M32S
2B03B	0	0.8547658920288086	0.8587211966514587	0.8869910836219788	0.3971052169799805	0.4987293481826782	0.5719000101089478	0.4459403157234192
M08B	0.8547658920288086	0	0.5352548360824585	0.5296632647514343	0.8670157194137573	0.885201632976532	0.9017475247383118	0.9065770506858826
M08S	0.8587211966514587	0.5352548360824585	0	0.4872922897338867	0.7612742185592651	0.7792863845825195	0.8181686401367188	0.7732666730880737
M19S	0.8869910836219788	0.5296632647514343	0.4872922897338867	0	0.7693520188331604	0.8084005117416382	0.8228931427001953	0.8407893180847168
M30B	0.3971052169799805	0.8670157194137573	0.7612742185592651	0.7693520188331604	0	0.3660319149494171	0.354882150888443	0.5043468475341797
M30S	0.4987293481826782	0.885201632976532	0.7792863845825195	0.8084005117416382	0.3660319149494171	0	0.5300527215003967	0.5546740293502808
M32B	0.5719000101089478	0.9017475247383118	0.8181686401367188	0.8228931427001953	0.354882150888443	0.5300527215003967	0	0.6116763949394226
M32S	0.4459403157234192	0.9065770506858826	0.7732666730880737	0.8407893180847168	0.5043468475341797	0.5546740293502808	0.6116763949394226	0
