Feature ID	Taxon	Confidence
ddc504924675311c6dec32c4ab0cc11c	Unclassified(remove)	0.000000
a0dca2f4e7e87553c6303eedd95bb807	Unclassified(remove)	0.000000
c1755256fde11888614f18a4c60d706e	k__;p__Oomycota;c__;o__;f__;g__;s__(remove)	0.960000
9124905d80bec033f1881323b209b810	Unclassified(remove)	0.000000
d8f14d37b034695cb2782becb62e8ad8	Unclassified(remove)	0.000000
64b0eaddb22ce1183395947537c29bce	Unclassified(remove)	0.000000
7371152a53447f28577e83b41cd8b6f9	Unclassified(remove)	0.000000
778db167a923376fad733cb50081dc96	Unclassified(remove)	0.000000
94104a0d5a7d41058c7085df6e3fe9cc	Unclassified(remove)	0.000000
78d2ea06f1191a43372c8ca1adbc980b	Unclassified(remove)	0.000000
0871a0011d3a9928499669694b024da7	Unclassified(remove)	0.000000
2b09dc11a926dfabe09c88a8450f0794	Unclassified(remove)	0.000000
fcbf0481f38509187940d1747f81783d	Unclassified(remove)	0.000000
bbc1c0034ac7788bbaea96780462a45a	Unclassified(remove)	0.000000
574e1af5a8c2ecc457bb417e1fc0694a	Unclassified(remove)	0.000000
025fe42e9f82e69c190c2aa252d80286	Unclassified(remove)	0.000000
3cdd9fa31837fafc8854333f3c0fcfca	Unclassified(remove)	0.000000
9ae30552766faba62c818c3dbb342bf4	Unclassified(remove)	0.000000
3af2baa9d4c582f099fbde55a501318f	Unclassified(remove)	0.000000
5d64e1493bc57e8c0ff2ec5b698b1f7f	Unclassified(remove)	0.000000
c36a78ccb27fc7190476c492fc0ba449	Unclassified(remove)	0.000000
43cd37aeac1a0f90074db43c99ed3230	Unclassified(remove)	0.000000
e585de5bcbd2a09c2c474d79445afeeb	Unclassified(remove)	0.000000
a3bac290b785e14a26163621727828b9	Unclassified(remove)	0.000000
3a3d8cbb705f97b69f90a5cb78652682	Unclassified(remove)	0.000000
38612c0385667ff0f164160193fc9706	Unclassified(remove)	0.000000
1984bc71565322cd74acf917579121fa	Unclassified(remove)	0.000000
7b4161976bc7b2b4e345516f102f0495	Unclassified(remove)	0.000000
3227d54d7dc0c9add994d61b7b8b7e9c	Unclassified(remove)	0.000000
47472934254defe3908c1b207be95dd2	Unclassified(remove)	0.000000
0534697f1a30e84eff02ec24df35f0f0	Unclassified(remove)	0.000000
3e9be0c8333e64891b1f8c200853f66e	Unclassified(remove)	0.000000
1951c9bfa1df7711adf18157b3071b35	Unclassified(remove)	0.000000
e38671a8938b76d4af02c902835d082c	Unclassified(remove)	0.000000
9633c9880c73b8897387a4af39a0210e	Unclassified(remove)	0.000000
f1cb5df1701a52a3de2d42e6ba5b65ee	Unclassified(remove)	0.000000
ac496fec45c96b1b3ff71b32db06a0f5	k__Fungi;p__Ascomycota;c__;o__;f__;g__;s__(remove)	0.980000
28cdf0271b5e9cbce2ac989e2a84f859	Unclassified(remove)	0.000000
36089fe9c30fc3bed69b4f3a3f6230ae	Unclassified(remove)	0.000000
5bfefadef3026bc483fbde2a75157fb5	Unclassified(remove)	0.000000
e3376d73c32300d5654059a18ee55282	Unclassified(remove)	0.000000
d74ad99bf17108f48cc807a292949eae	Unclassified(remove)	0.000000
d904d00ec9b9b1c5995d73fb21b73432	Unclassified(remove)	0.000000
ece057e62b0c813b7c805eb0bc848721	Unclassified(remove)	0.000000
6a229ba8b67c2222635e6c81078ec847	Unclassified(remove)	0.000000
51fd58fc5fde680436326b0d769127ed	k__Metazoa;p__;c__;o__;f__;g__;s__(remove)	0.930000
